incident_id,server_id,incident_category,priority,status,assigned_team,resolution_hours,incident_date
965,965,Server Down,P1,Resolved,Infrastructure Team,2,2026-06-07
966,966,Disk Space Full,P4,Resolved,Database Team,57,2025-12-11
967,967,CPU Utilization High,P4,Open,Windows Team,13,2026-02-05
968,968,Disk Space Full,P3,In Progress,Windows Team,11,2026-05-25
969,969,Disk Space Full,P3,Open,Linux Team,11,2026-05-15
970,970,Patch Failure,P1,Resolved,Infrastructure Team,2,2026-04-13
971,971,Application Not Responding,P4,Resolved,Linux Team,71,2026-04-02
972,972,Disk Space Full,P3,Open,Linux Team,17,2025-12-14
973,973,CrowdStrike Offline,P3,Closed,Database Team,22,2026-04-05
974,974,Server Down,P3,Closed,Database Team,12,2025-10-11
975,975,CrowdStrike Offline,P3,Resolved,Messaging Team,18,2026-06-04
976,976,Patch Failure,P4,Resolved,Infrastructure Team,43,2026-01-28
977,977,CrowdStrike Offline,P3,In Progress,Infrastructure Team,10,2026-02-10
978,978,Server Down,P3,Resolved,Security Team,16,2026-01-06
979,979,Application Not Responding,P4,Open,Messaging Team,25,2025-07-26
980,980,Memory Utilization High,P3,Closed,Security Team,23,2026-06-21
981,981,CrowdStrike Offline,P4,Resolved,Infrastructure Team,16,2026-03-06
982,982,Splunk Agent Down,P4,Closed,Infrastructure Team,18,2025-11-20
983,983,CrowdStrike Offline,P3,Closed,Linux Team,13,2026-03-04
984,984,Application Not Responding,P3,In Progress,Infrastructure Team,24,2025-11-09
985,985,Server Down,P2,Open,Linux Team,6,2026-05-22
986,986,CrowdStrike Offline,P3,Open,Windows Team,8,2025-11-08
987,987,Patch Failure,P1,Closed,Linux Team,2,2026-05-09
988,988,Qualys Agent Missing,P3,Resolved,Infrastructure Team,21,2025-10-18
989,989,CPU Utilization High,P3,Resolved,Security Team,16,2026-05-15
990,990,Splunk Agent Down,P3,In Progress,Infrastructure Team,17,2026-02-04
991,991,Patch Failure,P1,Resolved,Messaging Team,1,2025-10-20
992,992,Disk Space Full,P4,Resolved,Linux Team,57,2025-11-06
993,993,CPU Utilization High,P4,Resolved,Security Team,13,2026-02-26
994,994,Memory Utilization High,P3,Closed,Database Team,16,2026-07-25
995,995,CrowdStrike Offline,P4,Closed,Infrastructure Team,12,2026-05-10
996,996,CrowdStrike Offline,P2,Open,Windows Team,6,2026-05-04
997,997,Server Down,P4,Closed,Infrastructure Team,33,2025-07-30
998,998,Disk Space Full,P2,In Progress,Windows Team,3,2026-03-01
999,999,Application Not Responding,P3,In Progress,Security Team,6,2025-09-24
1000,1000,Disk Space Full,P4,Resolved,Infrastructure Team,14,2026-01-07
1001,1001,Patch Failure,P3,In Progress,Windows Team,12,2025-07-28
1002,1002,Patch Failure,P4,Resolved,Database Team,45,2025-10-28
1003,1003,CPU Utilization High,P4,In Progress,Infrastructure Team,41,2026-06-08
1004,1004,Firewall Disabled,P3,Resolved,Infrastructure Team,13,2026-03-22
1005,1005,Server Down,P4,Closed,Security Team,35,2025-12-20
1006,1006,Memory Utilization High,P4,Resolved,Messaging Team,56,2026-07-25
1007,1007,CPU Utilization High,P3,In Progress,Messaging Team,6,2026-06-07
1008,1008,Splunk Agent Down,P3,Resolved,Messaging Team,11,2026-05-14
1009,1009,Server Down,P3,Closed,Linux Team,24,2026-06-14
1010,1010,Disk Space Full,P4,Resolved,Linux Team,68,2025-08-09
1011,1011,Patch Failure,P3,Closed,Infrastructure Team,5,2025-12-03
1012,1012,Server Down,P2,Resolved,Messaging Team,8,2025-11-27
1013,1013,Firewall Disabled,P4,Open,Security Team,29,2025-10-24
1014,1014,Memory Utilization High,P3,Resolved,Security Team,4,2026-01-17
1015,1015,Memory Utilization High,P2,Resolved,Windows Team,4,2025-12-30
1016,1016,Memory Utilization High,P4,Resolved,Windows Team,11,2026-02-21
1017,1017,Qualys Agent Missing,P4,Closed,Windows Team,60,2026-06-01
1018,1018,Splunk Agent Down,P1,Closed,Infrastructure Team,3,2026-03-09
1019,1019,Patch Failure,P4,Closed,Linux Team,18,2026-04-05
1020,1020,Splunk Agent Down,P3,Resolved,Infrastructure Team,5,2025-09-04
1021,1021,Application Not Responding,P3,Closed,Infrastructure Team,6,2025-10-26
1022,1022,CrowdStrike Offline,P4,Closed,Messaging Team,51,2026-05-19
1023,1023,Firewall Disabled,P4,In Progress,Infrastructure Team,46,2025-10-22
1024,1024,Server Down,P4,Resolved,Infrastructure Team,51,2026-01-03
1025,1025,Memory Utilization High,P3,Resolved,Windows Team,5,2026-02-18
1026,1026,Firewall Disabled,P3,Closed,Infrastructure Team,22,2026-01-26
1027,1027,Splunk Agent Down,P4,Resolved,Security Team,32,2026-03-17
1028,1028,Disk Space Full,P4,Closed,Messaging Team,50,2026-05-28
1029,1029,CPU Utilization High,P3,In Progress,Infrastructure Team,4,2026-01-06
1030,1030,CrowdStrike Offline,P3,Closed,Infrastructure Team,23,2026-06-06
1031,1031,Server Down,P4,Closed,Linux Team,29,2025-11-29
1032,1032,Patch Failure,P3,Closed,Security Team,17,2025-10-08
1033,1033,Disk Space Full,P3,Closed,Infrastructure Team,18,2026-05-06
1034,1034,Memory Utilization High,P3,Closed,Security Team,13,2025-12-28
1035,1035,Qualys Agent Missing,P4,Closed,Messaging Team,30,2026-01-29
1036,1036,Application Not Responding,P4,Open,Linux Team,49,2026-07-23
1037,1037,Disk Space Full,P2,Resolved,Linux Team,7,2026-05-02
1038,1038,Disk Space Full,P3,Closed,Database Team,18,2026-04-19
1039,1039,Server Down,P2,Resolved,Infrastructure Team,7,2026-02-03
1040,1040,CPU Utilization High,P4,Closed,Security Team,64,2026-01-18
1041,1041,Memory Utilization High,P3,In Progress,Messaging Team,13,2026-06-25
1042,1042,Application Not Responding,P3,In Progress,Database Team,9,2025-09-09
1043,1043,Disk Space Full,P3,Closed,Windows Team,16,2025-09-16
1044,1044,Firewall Disabled,P3,In Progress,Messaging Team,9,2026-04-07
1045,1045,Disk Space Full,P2,In Progress,Security Team,2,2026-07-14
1046,1046,Server Down,P4,In Progress,Linux Team,25,2026-03-29
1047,1047,Qualys Agent Missing,P3,Open,Infrastructure Team,9,2025-10-06
1048,1048,Application Not Responding,P3,Closed,Security Team,11,2026-02-20
1049,1049,Qualys Agent Missing,P4,Open,Infrastructure Team,47,2026-07-18
1050,1050,Server Down,P1,Closed,Messaging Team,4,2025-10-24
1051,1051,Qualys Agent Missing,P3,Closed,Infrastructure Team,14,2025-07-31
1052,1052,Qualys Agent Missing,P3,Open,Messaging Team,20,2026-03-10
1053,1053,Qualys Agent Missing,P3,Resolved,Database Team,19,2025-08-12
1054,1054,Splunk Agent Down,P4,Resolved,Infrastructure Team,25,2026-04-16
1055,1055,Memory Utilization High,P3,Open,Database Team,6,2025-10-25
1056,1056,CPU Utilization High,P2,Closed,Windows Team,2,2026-02-22
1057,1057,Firewall Disabled,P3,Closed,Infrastructure Team,8,2026-01-25
1058,1058,Server Down,P3,Resolved,Security Team,15,2025-10-14
1059,1059,Disk Space Full,P4,Closed,Database Team,38,2025-09-29
1060,1060,Firewall Disabled,P4,Resolved,Linux Team,19,2025-08-19
1061,1061,Application Not Responding,P4,In Progress,Security Team,44,2026-03-28
1062,1062,Server Down,P3,Resolved,Security Team,16,2026-03-18
1063,1063,Firewall Disabled,P4,Resolved,Linux Team,47,2025-09-13
1064,1064,Splunk Agent Down,P3,Closed,Linux Team,17,2026-07-01
1065,1065,Firewall Disabled,P3,Open,Infrastructure Team,17,2026-05-18
1066,1066,Splunk Agent Down,P1,Resolved,Messaging Team,1,2025-10-17
1067,1067,Application Not Responding,P1,Resolved,Security Team,4,2025-11-04
1068,1068,Firewall Disabled,P4,Closed,Database Team,11,2026-07-01
1069,1069,CPU Utilization High,P4,Resolved,Windows Team,18,2026-05-26
1070,1070,Qualys Agent Missing,P4,Closed,Infrastructure Team,40,2026-07-07
1071,1071,Memory Utilization High,P3,In Progress,Windows Team,8,2025-09-08
1072,1072,CrowdStrike Offline,P1,Closed,Linux Team,3,2026-03-08
1073,1073,Disk Space Full,P3,Closed,Linux Team,13,2026-03-14
1074,1074,Server Down,P4,Closed,Windows Team,33,2025-10-25
1075,1075,Application Not Responding,P3,Resolved,Database Team,20,2026-01-26
1076,1076,Disk Space Full,P1,Resolved,Linux Team,1,2025-11-04
1077,1077,Memory Utilization High,P2,Resolved,Messaging Team,6,2026-03-05
1078,1078,Patch Failure,P3,Resolved,Infrastructure Team,12,2026-07-21
1079,1079,Qualys Agent Missing,P2,Closed,Infrastructure Team,8,2026-06-30
1080,1080,Firewall Disabled,P4,Closed,Security Team,57,2025-12-10
1081,1081,Memory Utilization High,P3,Closed,Linux Team,14,2025-11-06
1082,1082,CrowdStrike Offline,P3,Resolved,Linux Team,16,2026-06-28
1083,1083,CPU Utilization High,P2,Open,Infrastructure Team,5,2025-11-29
1084,1084,Application Not Responding,P2,Closed,Linux Team,4,2025-09-06
1085,1085,Memory Utilization High,P3,Resolved,Database Team,4,2026-05-21
1086,1086,Application Not Responding,P3,Closed,Windows Team,6,2025-11-11
1087,1087,Firewall Disabled,P2,In Progress,Database Team,4,2025-11-07
1088,1088,CPU Utilization High,P3,Resolved,Infrastructure Team,12,2025-11-04
1089,1089,Patch Failure,P3,Resolved,Messaging Team,17,2026-02-27
1090,1090,Application Not Responding,P4,Resolved,Security Team,45,2026-03-06
1091,1091,Qualys Agent Missing,P3,Resolved,Security Team,23,2026-01-07
1092,1092,Splunk Agent Down,P1,Closed,Database Team,4,2025-10-15
1093,1093,Firewall Disabled,P1,Closed,Infrastructure Team,3,2025-07-28
1094,1094,Memory Utilization High,P4,Resolved,Security Team,15,2026-07-14
1095,1095,Qualys Agent Missing,P3,Resolved,Windows Team,11,2026-06-08
1096,1096,Memory Utilization High,P2,In Progress,Security Team,6,2026-03-19
1097,1097,CPU Utilization High,P3,Closed,Linux Team,20,2026-04-01
1098,1098,Qualys Agent Missing,P2,Closed,Linux Team,6,2025-08-12
1099,1099,Patch Failure,P3,Resolved,Infrastructure Team,21,2025-10-25
1100,1100,Server Down,P2,Closed,Database Team,7,2026-03-23
1101,1101,Memory Utilization High,P3,Open,Windows Team,14,2025-09-30
1102,1102,Qualys Agent Missing,P4,Closed,Infrastructure Team,71,2026-04-01
1103,1103,Server Down,P4,Open,Infrastructure Team,20,2026-05-15
1104,1104,Firewall Disabled,P1,Closed,Infrastructure Team,1,2026-02-14
1105,1105,Memory Utilization High,P3,Closed,Infrastructure Team,4,2025-08-18
1106,1106,Qualys Agent Missing,P4,In Progress,Infrastructure Team,65,2025-12-03
1107,1107,CPU Utilization High,P3,Resolved,Database Team,22,2026-02-17
1108,1108,Memory Utilization High,P3,Resolved,Security Team,15,2026-04-18
1109,1109,CrowdStrike Offline,P2,Resolved,Linux Team,7,2026-06-19
1110,1110,CrowdStrike Offline,P4,Resolved,Security Team,59,2026-07-05
1111,1111,Application Not Responding,P4,Resolved,Windows Team,25,2026-06-27
1112,1112,Memory Utilization High,P3,Closed,Linux Team,24,2025-11-30
1113,1113,Splunk Agent Down,P4,Resolved,Messaging Team,20,2026-06-15
1114,1114,Qualys Agent Missing,P1,Closed,Windows Team,3,2025-11-12
1115,1115,Splunk Agent Down,P3,Closed,Security Team,10,2026-07-16
1116,1116,Server Down,P3,Resolved,Infrastructure Team,20,2026-01-24
1117,1117,Server Down,P4,Open,Windows Team,30,2025-10-22
1118,1118,Memory Utilization High,P2,Resolved,Windows Team,6,2025-11-27
1119,1119,Splunk Agent Down,P4,Resolved,Windows Team,32,2025-08-17
1120,1120,Memory Utilization High,P2,Closed,Linux Team,7,2025-08-15
1121,1121,Application Not Responding,P4,Resolved,Security Team,68,2025-11-03
1122,1122,Server Down,P4,Resolved,Linux Team,61,2025-09-30
1123,1123,Firewall Disabled,P4,Open,Linux Team,34,2026-03-27
1124,1124,CrowdStrike Offline,P4,Closed,Windows Team,25,2026-01-31
1125,1125,Firewall Disabled,P4,Resolved,Infrastructure Team,21,2026-03-04
1126,1126,CrowdStrike Offline,P2,Resolved,Database Team,8,2026-03-11
1127,1127,Server Down,P4,Resolved,Messaging Team,64,2025-11-02
1128,1128,Memory Utilization High,P3,Resolved,Security Team,4,2025-12-03
1129,1129,Firewall Disabled,P3,Closed,Messaging Team,10,2025-09-27
1130,1130,CrowdStrike Offline,P3,Closed,Database Team,13,2025-10-09
1131,1131,Server Down,P4,In Progress,Messaging Team,68,2025-09-29
1132,1132,Patch Failure,P4,In Progress,Infrastructure Team,59,2025-11-22
1133,1133,Qualys Agent Missing,P3,Open,Infrastructure Team,19,2025-12-28
1134,1134,Splunk Agent Down,P3,In Progress,Linux Team,24,2026-05-22
1135,1135,Memory Utilization High,P4,Closed,Database Team,66,2025-11-21
1136,1136,CPU Utilization High,P3,Resolved,Windows Team,14,2026-02-25
1137,1137,Patch Failure,P1,In Progress,Infrastructure Team,2,2025-10-22
1138,1138,Patch Failure,P2,Resolved,Windows Team,5,2026-03-03
1139,1139,Memory Utilization High,P4,Resolved,Database Team,62,2026-02-12
1140,1140,Patch Failure,P4,Closed,Infrastructure Team,44,2026-07-22
1141,1141,Qualys Agent Missing,P3,Closed,Database Team,11,2026-01-11
1142,1142,Application Not Responding,P4,In Progress,Database Team,72,2026-06-20
1143,1143,Disk Space Full,P4,Closed,Infrastructure Team,23,2025-12-16
1144,1144,Server Down,P3,Resolved,Windows Team,15,2025-08-07
1145,1145,Disk Space Full,P4,Closed,Security Team,8,2026-05-13
1146,1146,CrowdStrike Offline,P3,Resolved,Messaging Team,23,2026-04-22
1147,1147,Splunk Agent Down,P1,Closed,Windows Team,1,2025-11-15
1148,1148,Server Down,P3,Resolved,Infrastructure Team,7,2026-01-28
1149,1149,Splunk Agent Down,P4,Closed,Messaging Team,35,2026-01-22
1150,1150,Firewall Disabled,P2,Closed,Infrastructure Team,4,2025-11-16
1151,1151,CPU Utilization High,P2,Resolved,Windows Team,4,2025-08-14
1152,1152,Patch Failure,P3,In Progress,Infrastructure Team,11,2025-12-26
1153,1153,Splunk Agent Down,P4,Closed,Linux Team,19,2026-04-07
1154,1154,Disk Space Full,P3,In Progress,Windows Team,9,2025-07-26
1155,1155,Patch Failure,P1,In Progress,Infrastructure Team,3,2025-08-31
1156,1156,Patch Failure,P4,Resolved,Infrastructure Team,63,2026-04-08
1157,1157,CrowdStrike Offline,P3,Closed,Messaging Team,5,2026-04-14
1158,1158,Application Not Responding,P2,Closed,Windows Team,4,2025-12-05
1159,1159,Application Not Responding,P3,In Progress,Linux Team,11,2026-05-19
1160,1160,Application Not Responding,P4,In Progress,Database Team,62,2026-03-10
1161,1161,Disk Space Full,P2,Closed,Infrastructure Team,6,2025-07-29
1162,1162,Firewall Disabled,P4,Closed,Messaging Team,72,2026-03-02
1163,1163,Memory Utilization High,P3,Closed,Database Team,22,2025-12-08
1164,1164,Patch Failure,P4,Closed,Windows Team,44,2026-06-05
1165,1165,Firewall Disabled,P3,In Progress,Linux Team,10,2025-08-19
1166,1166,Splunk Agent Down,P4,In Progress,Infrastructure Team,53,2025-11-24
1167,1167,Patch Failure,P3,Resolved,Windows Team,18,2025-11-11
1168,1168,Firewall Disabled,P3,Closed,Infrastructure Team,23,2025-11-13
1169,1169,Application Not Responding,P4,Closed,Windows Team,8,2026-07-10
1170,1170,Patch Failure,P4,Resolved,Infrastructure Team,33,2026-01-13
1171,1171,CrowdStrike Offline,P3,Closed,Security Team,8,2025-09-05
1172,1172,Firewall Disabled,P4,Closed,Messaging Team,47,2025-12-16
1173,1173,Qualys Agent Missing,P4,Closed,Infrastructure Team,56,2026-01-16
1174,1174,Application Not Responding,P4,Resolved,Database Team,25,2026-03-06
1175,1175,Splunk Agent Down,P4,Resolved,Windows Team,18,2026-03-05
1176,1176,Firewall Disabled,P4,In Progress,Infrastructure Team,67,2026-04-06
1177,1177,Qualys Agent Missing,P4,Closed,Security Team,32,2026-02-15
1178,1178,Memory Utilization High,P1,Resolved,Windows Team,3,2026-03-12
1179,1179,Server Down,P3,Resolved,Infrastructure Team,24,2026-04-22
1180,1180,CPU Utilization High,P2,Resolved,Security Team,5,2026-03-16
1181,1181,Memory Utilization High,P4,Closed,Windows Team,69,2026-05-03
1182,1182,Memory Utilization High,P2,Open,Infrastructure Team,6,2026-07-17
1183,1183,Firewall Disabled,P4,Open,Linux Team,24,2026-06-27
1184,1184,Application Not Responding,P1,Closed,Infrastructure Team,1,2025-09-23
1185,1185,Application Not Responding,P3,Resolved,Linux Team,9,2025-11-25
1186,1186,Memory Utilization High,P3,Closed,Database Team,13,2025-12-26
1187,1187,Disk Space Full,P3,Closed,Infrastructure Team,13,2026-06-17
1188,1188,CrowdStrike Offline,P4,Open,Linux Team,70,2026-05-22
1189,1189,Application Not Responding,P2,Closed,Database Team,8,2026-03-20
1190,1190,CrowdStrike Offline,P4,Open,Database Team,13,2025-09-09
1191,1191,Server Down,P4,Closed,Infrastructure Team,66,2026-05-26
1192,1192,Firewall Disabled,P4,In Progress,Messaging Team,60,2025-12-05
1193,1193,Server Down,P3,Resolved,Infrastructure Team,7,2025-12-29
1194,1194,Application Not Responding,P4,Closed,Messaging Team,28,2026-01-12
1195,1195,Splunk Agent Down,P4,Resolved,Linux Team,32,2025-11-06
1196,1196,CPU Utilization High,P3,Resolved,Infrastructure Team,5,2025-09-07
1197,1197,Firewall Disabled,P2,Open,Messaging Team,6,2026-04-08
1198,1198,Firewall Disabled,P1,Closed,Infrastructure Team,1,2026-05-13
1199,1199,CrowdStrike Offline,P4,Resolved,Database Team,55,2026-03-12
1200,1200,Disk Space Full,P4,Resolved,Infrastructure Team,65,2026-04-30
1201,1201,CPU Utilization High,P1,Resolved,Infrastructure Team,3,2025-11-30
1202,1202,Qualys Agent Missing,P4,Resolved,Windows Team,46,2026-02-04
1203,1203,CrowdStrike Offline,P4,Closed,Security Team,46,2025-10-10
1204,1204,CrowdStrike Offline,P3,Resolved,Linux Team,14,2026-05-16
1205,1205,Server Down,P3,Closed,Infrastructure Team,17,2025-08-16
1206,1206,Application Not Responding,P1,Closed,Messaging Team,3,2026-02-03
1207,1207,Patch Failure,P3,Closed,Windows Team,12,2026-03-24
1208,1208,Disk Space Full,P3,Resolved,Messaging Team,6,2026-05-03
1209,1209,Firewall Disabled,P3,Open,Linux Team,18,2026-07-25
1210,1210,CPU Utilization High,P3,Resolved,Security Team,21,2026-05-31
1211,1211,Qualys Agent Missing,P3,Resolved,Infrastructure Team,5,2026-05-24
1212,1212,Disk Space Full,P3,Closed,Infrastructure Team,10,2026-02-25
1213,1213,CrowdStrike Offline,P1,Resolved,Security Team,4,2025-09-01
1214,1214,Splunk Agent Down,P3,Resolved,Security Team,7,2026-03-26
1215,1215,Server Down,P2,In Progress,Messaging Team,6,2026-03-24
1216,1216,Firewall Disabled,P3,Resolved,Infrastructure Team,19,2025-09-09
1217,1217,Qualys Agent Missing,P4,In Progress,Messaging Team,56,2025-11-29
1218,1218,Server Down,P4,In Progress,Database Team,28,2025-11-12
1219,1219,Application Not Responding,P3,Closed,Linux Team,19,2026-04-23
1220,1220,CrowdStrike Offline,P3,Closed,Database Team,21,2026-01-10
1221,1221,Application Not Responding,P2,In Progress,Linux Team,3,2026-02-08
1222,1222,Memory Utilization High,P4,Closed,Database Team,54,2025-12-03
1223,1223,Qualys Agent Missing,P3,Resolved,Infrastructure Team,21,2026-03-07
1224,1224,Disk Space Full,P4,Closed,Messaging Team,52,2025-07-26
1225,1225,Disk Space Full,P4,In Progress,Security Team,55,2025-08-29
1226,1226,Qualys Agent Missing,P1,Resolved,Security Team,2,2026-05-29
1227,1227,CPU Utilization High,P4,Closed,Linux Team,54,2026-03-31
1228,1228,Server Down,P4,In Progress,Messaging Team,54,2026-03-03
1229,1229,CrowdStrike Offline,P4,Resolved,Windows Team,15,2025-10-19
1230,1230,Server Down,P4,Closed,Security Team,37,2026-05-27
1231,1231,Firewall Disabled,P4,Closed,Windows Team,49,2025-09-21
1232,1232,Server Down,P3,Closed,Database Team,23,2025-08-02
1233,1233,Memory Utilization High,P3,Resolved,Windows Team,21,2026-07-08
1234,1234,Disk Space Full,P3,Closed,Windows Team,5,2026-05-12
1235,1235,Splunk Agent Down,P3,Open,Infrastructure Team,15,2025-10-06
1236,1236,Disk Space Full,P3,Resolved,Linux Team,11,2026-04-19
1237,1237,CPU Utilization High,P4,Resolved,Messaging Team,53,2026-06-03
1238,1238,CrowdStrike Offline,P3,Closed,Database Team,14,2026-07-01
1239,1239,CrowdStrike Offline,P3,Closed,Linux Team,5,2025-09-13
1240,1240,Qualys Agent Missing,P3,Closed,Windows Team,23,2026-02-09
1241,1241,Disk Space Full,P3,Closed,Infrastructure Team,6,2026-02-09
1242,1242,Qualys Agent Missing,P3,Closed,Windows Team,7,2025-12-10
1243,1243,CPU Utilization High,P2,Closed,Database Team,5,2026-03-24
1244,1244,Patch Failure,P3,Closed,Database Team,21,2026-07-10
1245,1245,CrowdStrike Offline,P3,Closed,Infrastructure Team,11,2026-02-01
1246,1246,Patch Failure,P4,Open,Security Team,46,2025-08-16
1247,1247,Firewall Disabled,P1,Resolved,Linux Team,2,2025-10-17
1248,1248,Memory Utilization High,P3,Open,Security Team,10,2026-05-27
1249,1249,Disk Space Full,P4,Resolved,Database Team,8,2026-07-12
1250,1250,Qualys Agent Missing,P3,Resolved,Infrastructure Team,9,2026-07-14
1251,1251,CrowdStrike Offline,P4,Resolved,Database Team,29,2025-08-12
1252,1252,Application Not Responding,P2,Resolved,Infrastructure Team,7,2025-09-05
1253,1253,Qualys Agent Missing,P2,Closed,Linux Team,2,2025-10-19
1254,1254,Firewall Disabled,P2,Closed,Database Team,5,2026-01-17
1255,1255,Memory Utilization High,P4,Resolved,Infrastructure Team,46,2026-05-18
1256,1256,Patch Failure,P4,Resolved,Security Team,63,2026-01-06
1257,1257,Qualys Agent Missing,P3,Closed,Infrastructure Team,19,2025-12-02
1258,1258,Disk Space Full,P3,Resolved,Security Team,14,2026-01-10
1259,1259,CPU Utilization High,P4,Closed,Infrastructure Team,44,2026-06-19
1260,1260,Application Not Responding,P3,Resolved,Infrastructure Team,12,2026-02-28
1261,1261,Qualys Agent Missing,P4,Open,Linux Team,12,2026-04-30
1262,1262,Memory Utilization High,P3,Open,Linux Team,4,2026-04-22
1263,1263,Memory Utilization High,P4,Closed,Messaging Team,24,2025-09-03
1264,1264,Splunk Agent Down,P3,Resolved,Infrastructure Team,10,2026-06-23
1265,1265,CPU Utilization High,P4,Resolved,Infrastructure Team,36,2025-10-23
1266,1266,CPU Utilization High,P4,In Progress,Messaging Team,65,2026-06-12
1267,1267,CPU Utilization High,P4,Closed,Infrastructure Team,27,2026-06-14
1268,1268,Patch Failure,P3,Resolved,Linux Team,10,2026-06-30
1269,1269,Firewall Disabled,P4,Resolved,Messaging Team,22,2025-09-25
1270,1270,Application Not Responding,P4,In Progress,Security Team,28,2025-09-29
1271,1271,Firewall Disabled,P3,Closed,Infrastructure Team,21,2026-03-02
1272,1272,CPU Utilization High,P3,In Progress,Infrastructure Team,9,2025-10-29
1273,1273,Patch Failure,P4,Resolved,Messaging Team,50,2025-11-23
1274,1274,Qualys Agent Missing,P4,Closed,Linux Team,67,2026-07-09
1275,1275,Patch Failure,P2,Closed,Database Team,5,2026-03-31
1276,1276,Application Not Responding,P4,Closed,Infrastructure Team,30,2025-10-26
1277,1277,Server Down,P4,In Progress,Windows Team,50,2026-02-04
1278,1278,Patch Failure,P3,Resolved,Linux Team,4,2026-03-31
1279,1279,Application Not Responding,P3,In Progress,Messaging Team,9,2026-01-14
1280,1280,Disk Space Full,P3,Resolved,Security Team,20,2026-01-03
1281,1281,CPU Utilization High,P4,Closed,Infrastructure Team,62,2026-05-20
1282,1282,Firewall Disabled,P3,In Progress,Windows Team,19,2026-05-20
1283,1283,Disk Space Full,P4,Closed,Linux Team,38,2026-01-23
1284,1284,Server Down,P2,Resolved,Security Team,8,2026-07-15
1285,1285,Splunk Agent Down,P3,In Progress,Linux Team,7,2025-08-15
1286,1286,Memory Utilization High,P2,Resolved,Security Team,5,2026-02-27
1287,1287,Server Down,P3,Closed,Security Team,11,2025-11-26
1288,1288,CrowdStrike Offline,P3,Resolved,Database Team,9,2025-11-16
1289,1289,Patch Failure,P3,In Progress,Infrastructure Team,17,2026-02-21
1290,1290,Qualys Agent Missing,P3,Closed,Messaging Team,7,2026-07-16
1291,1291,Qualys Agent Missing,P4,In Progress,Security Team,57,2025-11-14
1292,1292,Server Down,P1,In Progress,Messaging Team,1,2026-04-04
1293,1293,Firewall Disabled,P4,Resolved,Linux Team,19,2026-01-22
1294,1294,Patch Failure,P3,Resolved,Infrastructure Team,15,2026-05-27
1295,1295,Server Down,P3,In Progress,Database Team,9,2026-01-20
1296,1296,Application Not Responding,P3,Resolved,Windows Team,13,2026-06-16
1297,1297,Application Not Responding,P2,In Progress,Infrastructure Team,5,2025-09-16
1298,1298,Disk Space Full,P4,Resolved,Database Team,48,2026-01-26
1299,1299,Application Not Responding,P3,Resolved,Messaging Team,9,2026-05-17
1300,1300,Application Not Responding,P3,Closed,Messaging Team,14,2025-08-28
1301,1301,Application Not Responding,P2,Resolved,Infrastructure Team,6,2025-12-29
1302,1302,CrowdStrike Offline,P3,Closed,Linux Team,23,2026-04-08
1303,1303,Patch Failure,P3,Closed,Messaging Team,6,2026-02-12
1304,1304,CPU Utilization High,P2,In Progress,Security Team,7,2025-12-07
1305,1305,Memory Utilization High,P3,Resolved,Linux Team,21,2025-09-11
1306,1306,Patch Failure,P3,Resolved,Infrastructure Team,9,2026-02-13
1307,1307,Disk Space Full,P3,In Progress,Infrastructure Team,12,2026-04-18
1308,1308,CPU Utilization High,P1,Resolved,Infrastructure Team,1,2025-12-13
1309,1309,CrowdStrike Offline,P2,Closed,Database Team,7,2025-12-13
1310,1310,Patch Failure,P4,Resolved,Infrastructure Team,45,2025-11-20
1311,1311,CPU Utilization High,P3,Resolved,Infrastructure Team,24,2026-05-04
1312,1312,Application Not Responding,P3,Resolved,Messaging Team,22,2026-05-26
1313,1313,Server Down,P1,In Progress,Database Team,3,2026-05-06
1314,1314,CPU Utilization High,P2,Resolved,Security Team,4,2025-08-05
1315,1315,Disk Space Full,P1,In Progress,Database Team,1,2025-07-26
1316,1316,Server Down,P3,Resolved,Infrastructure Team,11,2026-04-10
1317,1317,Qualys Agent Missing,P3,In Progress,Security Team,7,2026-04-12
1318,1318,Server Down,P4,Closed,Messaging Team,20,2025-11-04
1319,1319,CrowdStrike Offline,P4,In Progress,Infrastructure Team,41,2025-08-01
1320,1320,Splunk Agent Down,P4,Open,Messaging Team,29,2026-05-20
1321,1321,Disk Space Full,P3,Open,Database Team,23,2025-08-07
1322,1322,Application Not Responding,P2,Closed,Infrastructure Team,8,2025-10-23
1323,1323,Splunk Agent Down,P3,In Progress,Linux Team,17,2025-12-19
1324,1324,Qualys Agent Missing,P3,Resolved,Messaging Team,15,2026-05-14
1325,1325,Firewall Disabled,P4,Closed,Windows Team,30,2025-12-28
1326,1326,CrowdStrike Offline,P3,Resolved,Database Team,11,2026-02-06
1327,1327,Qualys Agent Missing,P3,Resolved,Messaging Team,16,2026-01-18
1328,1328,CrowdStrike Offline,P3,In Progress,Windows Team,5,2025-12-19
1329,1329,Splunk Agent Down,P3,Resolved,Database Team,7,2026-04-24
1330,1330,Splunk Agent Down,P3,Resolved,Messaging Team,13,2026-05-10
1331,1331,CrowdStrike Offline,P3,Open,Security Team,5,2026-04-06
1332,1332,CrowdStrike Offline,P3,In Progress,Windows Team,11,2025-07-26
1333,1333,Patch Failure,P1,In Progress,Messaging Team,3,2026-04-05
1334,1334,Patch Failure,P1,Resolved,Infrastructure Team,3,2025-09-17
1335,1335,Memory Utilization High,P3,Closed,Infrastructure Team,5,2026-06-02
