compliance_id,server_id,splunk_status,qualys_status,crowdstrike_status,firewall_status,patch_status,password_policy,compliance_score,compliance_status
742,742,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
743,743,Running,Running,Stopped,Enabled,Updated,Compliant,80,Warning
744,744,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
745,745,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
746,746,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
747,747,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
748,748,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
749,749,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
750,750,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
751,751,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
752,752,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
753,753,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
754,754,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
755,755,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
756,756,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
757,757,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
758,758,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning
759,759,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
760,760,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
761,761,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
762,762,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
763,763,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
764,764,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
765,765,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
766,766,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
767,767,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
768,768,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
769,769,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
770,770,Stopped,Running,Running,Enabled,Outdated,Compliant,65,Non-Compliant
771,771,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
772,772,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
773,773,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
774,774,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
775,775,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
776,776,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
777,777,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
778,778,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
779,779,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
780,780,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
781,781,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
782,782,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
783,783,Running,Running,Stopped,Enabled,Updated,Compliant,80,Warning
784,784,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
785,785,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
786,786,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
787,787,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
788,788,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
789,789,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
790,790,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
791,791,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
792,792,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning
793,793,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
794,794,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
795,795,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
796,796,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
797,797,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
798,798,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
799,799,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
800,800,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
801,801,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
802,802,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
803,803,Running,Stopped,Stopped,Enabled,Updated,Compliant,60,Non-Compliant
804,804,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
805,805,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
806,806,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
807,807,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning
808,808,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
809,809,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
810,810,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
811,811,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
812,812,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
813,813,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
814,814,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
815,815,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
816,816,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
817,817,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
818,818,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
819,819,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
820,820,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
821,821,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
822,822,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
823,823,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
824,824,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
825,825,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
826,826,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
827,827,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
828,828,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
829,829,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
830,830,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
831,831,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
832,832,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
833,833,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
834,834,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
835,835,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
836,836,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
837,837,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
838,838,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
839,839,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
840,840,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
841,841,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
842,842,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
843,843,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
844,844,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
845,845,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
846,846,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
847,847,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
848,848,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
849,849,Running,Stopped,Stopped,Enabled,Updated,Compliant,60,Non-Compliant
850,850,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
851,851,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
852,852,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
853,853,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
854,854,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
855,855,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
856,856,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
857,857,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
858,858,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
859,859,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
860,860,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
861,861,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
862,862,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
863,863,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
864,864,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
865,865,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
866,866,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
867,867,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
868,868,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
869,869,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
870,870,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
871,871,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
872,872,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
873,873,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
874,874,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
875,875,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
876,876,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
877,877,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
878,878,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
879,879,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
880,880,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
881,881,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
882,882,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
883,883,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
884,884,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning
885,885,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
886,886,Running,Stopped,Running,Enabled,Outdated,Compliant,65,Non-Compliant
887,887,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
888,888,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning
889,889,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
890,890,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
891,891,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
892,892,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
893,893,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
894,894,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
895,895,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
896,896,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
897,897,Running,Running,Stopped,Enabled,Updated,Compliant,80,Warning
898,898,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
899,899,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
900,900,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
901,901,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
902,902,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
903,903,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
904,904,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
905,905,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
906,906,Running,Running,Stopped,Enabled,Updated,Compliant,80,Warning
907,907,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
908,908,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
909,909,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
910,910,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
911,911,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
912,912,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
913,913,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
914,914,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
915,915,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
916,916,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
917,917,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
918,918,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
919,919,Running,Running,Running,Enabled,Outdated,Non-Compliant,75,Warning
920,920,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
921,921,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
922,922,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
923,923,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
924,924,Running,Running,Running,Disabled,Updated,Compliant,85,Warning
925,925,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
926,926,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
927,927,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
928,928,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
929,929,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
930,930,Stopped,Running,Running,Enabled,Outdated,Compliant,65,Non-Compliant
931,931,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
932,932,Running,Running,Stopped,Enabled,Updated,Compliant,80,Warning
933,933,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
934,934,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
935,935,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
936,936,Running,Running,Stopped,Enabled,Updated,Non-Compliant,70,Warning
937,937,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
938,938,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
939,939,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning
940,940,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
941,941,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
942,942,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
943,943,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
944,944,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
945,945,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
946,946,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
947,947,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
948,948,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
949,949,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
950,950,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
951,951,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
952,952,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning
953,953,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
954,954,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
955,955,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
956,956,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
957,957,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
958,958,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
959,959,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
960,960,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
961,961,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
962,962,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
963,963,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
964,964,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
965,965,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
966,966,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
967,967,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
968,968,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
969,969,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
970,970,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
971,971,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
972,972,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
973,973,Running,Running,Running,Disabled,Updated,Compliant,85,Warning
974,974,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
975,975,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning
976,976,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
977,977,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
978,978,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
979,979,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
980,980,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
981,981,Running,Running,Stopped,Enabled,Updated,Compliant,80,Warning
982,982,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
983,983,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
984,984,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning
985,985,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
986,986,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
987,987,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning
988,988,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
989,989,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
990,990,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
991,991,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
992,992,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning
993,993,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
994,994,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
995,995,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
996,996,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
997,997,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
998,998,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
999,999,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1000,1000,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1001,1001,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1002,1002,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1003,1003,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1004,1004,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning
1005,1005,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning
1006,1006,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1007,1007,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1008,1008,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1009,1009,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1010,1010,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
1011,1011,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
1012,1012,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1013,1013,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
1014,1014,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1015,1015,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1016,1016,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
1017,1017,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
1018,1018,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
1019,1019,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1020,1020,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1021,1021,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
1022,1022,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1023,1023,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1024,1024,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1025,1025,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1026,1026,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
1027,1027,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1028,1028,Running,Running,Running,Enabled,Outdated,Non-Compliant,75,Warning
1029,1029,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1030,1030,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1031,1031,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1032,1032,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
1033,1033,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
1034,1034,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1035,1035,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1036,1036,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1037,1037,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1038,1038,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1039,1039,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1040,1040,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1041,1041,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1042,1042,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1043,1043,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1044,1044,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1045,1045,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1046,1046,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1047,1047,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1048,1048,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
1049,1049,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1050,1050,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
1051,1051,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1052,1052,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1053,1053,Running,Running,Stopped,Enabled,Updated,Compliant,80,Warning
1054,1054,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1055,1055,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1056,1056,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1057,1057,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1058,1058,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1059,1059,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1060,1060,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
1061,1061,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1062,1062,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1063,1063,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1064,1064,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1065,1065,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning
1066,1066,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1067,1067,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1068,1068,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1069,1069,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1070,1070,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1071,1071,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1072,1072,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1073,1073,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
1074,1074,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1075,1075,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1076,1076,Running,Running,Stopped,Enabled,Outdated,Compliant,65,Non-Compliant
1077,1077,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1078,1078,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1079,1079,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1080,1080,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1081,1081,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1082,1082,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1083,1083,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
1084,1084,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1085,1085,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1086,1086,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1087,1087,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning
1088,1088,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1089,1089,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1090,1090,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1091,1091,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1092,1092,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
1093,1093,Running,Running,Running,Disabled,Updated,Compliant,85,Warning
1094,1094,Running,Stopped,Running,Enabled,Outdated,Compliant,65,Non-Compliant
1095,1095,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1096,1096,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1097,1097,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1098,1098,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
1099,1099,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1100,1100,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1101,1101,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
1102,1102,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1103,1103,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
1104,1104,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1105,1105,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1106,1106,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1107,1107,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1108,1108,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
1109,1109,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1110,1110,Running,Stopped,Stopped,Enabled,Updated,Compliant,60,Non-Compliant
1111,1111,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1112,1112,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1113,1113,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
1114,1114,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1115,1115,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1116,1116,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1117,1117,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1118,1118,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1119,1119,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1120,1120,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1121,1121,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1122,1122,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1123,1123,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1124,1124,Running,Stopped,Stopped,Enabled,Outdated,Non-Compliant,35,Non-Compliant
1125,1125,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
1126,1126,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1127,1127,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
1128,1128,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
1129,1129,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1130,1130,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1131,1131,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1132,1132,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
1133,1133,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
1134,1134,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning
1135,1135,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
1136,1136,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
1137,1137,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
