performance_id,server_id,cpu_usage,memory_usage,disk_usage,uptime_days
1138,1138,11,42,73,656
1139,1139,71,75,79,564
1140,1140,53,52,54,157
1141,1141,83,95,78,478
1142,1142,78,72,78,302
1143,1143,61,71,74,259
1144,1144,10,37,75,184
1145,1145,55,54,48,414
1146,1146,47,67,43,620
1147,1147,21,27,70,6
1148,1148,67,43,31,395
1149,1149,48,47,54,263
1150,1150,55,82,43,591
1151,1151,34,20,86,691
1152,1152,63,53,47,197
1153,1153,54,37,48,494
1154,1154,22,49,88,303
1155,1155,61,48,53,282
1156,1156,76,64,63,508
1157,1157,39,49,60,362
1158,1158,20,29,77,491
1159,1159,54,34,58,623
1160,1160,69,90,76,297
1161,1161,55,64,43,524
1162,1162,37,56,44,729
1163,1163,64,88,66,138
1164,1164,31,48,83,427
1165,1165,58,32,29,454
1166,1166,70,43,57,644
1167,1167,27,44,94,698
1168,1168,77,45,49,227
1169,1169,27,48,91,471
1170,1170,70,82,54,85
1171,1171,45,53,47,713
1172,1172,50,43,55,41
1173,1173,70,59,59,670
1174,1174,73,77,78,445
1175,1175,27,20,86,615
1176,1176,51,61,40,621
1177,1177,43,58,34,96
1178,1178,32,44,94,282
1179,1179,66,73,62,619
1180,1180,52,65,31,180
1181,1181,10,49,79,686
1182,1182,64,65,37,496
1183,1183,50,51,33,193
1184,1184,55,41,33,215
1185,1185,42,48,23,105
1186,1186,67,77,76,635
1187,1187,71,61,45,22
1188,1188,27,57,21,381
1189,1189,85,91,87,452
1190,1190,77,88,95,423
1191,1191,70,85,59,195
1192,1192,39,40,64,159
1193,1193,53,53,42,267
1194,1194,54,60,53,288
1195,1195,37,33,35,260
1196,1196,74,82,63,61
1197,1197,36,56,40,395
1198,1198,71,84,71,185
1199,1199,67,86,76,118
1200,1200,49,55,40,669
1201,1201,78,59,36,5
1202,1202,16,26,71,701
1203,1203,45,46,41,483
1204,1204,56,54,37,88
1205,1205,66,66,39,64
1206,1206,40,46,31,446
1207,1207,25,20,85,421
1208,1208,27,53,41,257
1209,1209,41,42,48,713
1210,1210,31,43,34,219
1211,1211,77,70,53,636
1212,1212,77,64,57,117
1213,1213,59,47,34,63
1214,1214,50,50,46,9
1215,1215,26,42,61,561
1216,1216,48,42,46,666
1217,1217,50,61,40,583
1218,1218,64,94,92,424
1219,1219,49,39,42,147
1220,1220,71,82,82,727
1221,1221,47,64,53,159
1222,1222,74,79,82,312
1223,1223,52,46,56,139
1224,1224,55,69,63,544
1225,1225,54,67,29,614
1226,1226,56,45,40,581
1227,1227,42,54,45,168
1228,1228,47,59,54,118
1229,1229,25,34,80,650
1230,1230,37,44,42,238
1231,1231,27,41,86,468
1232,1232,82,87,73,685
1233,1233,16,31,72,692
1234,1234,12,26,89,408
1235,1235,53,47,54,261
1236,1236,31,63,51,291
1237,1237,53,46,63,123
1238,1238,70,94,65,342
1239,1239,22,53,59,668
1240,1240,33,26,75,297
1241,1241,58,45,39,600
1242,1242,21,50,87,313
1243,1243,76,94,89,571
1244,1244,82,73,65,266
1245,1245,76,49,51,623
1246,1246,49,55,41,539
1247,1247,44,50,53,298
1248,1248,45,60,30,211
1249,1249,76,95,87,34
1250,1250,61,42,32,537
1251,1251,89,85,65,557
1252,1252,75,49,30,125
1253,1253,54,51,59,480
1254,1254,76,70,93,301
1255,1255,65,73,57,584
1256,1256,38,65,32,251
1257,1257,58,70,57,686
1258,1258,50,42,49,336
1259,1259,79,66,30,332
1260,1260,70,59,47,620
1261,1261,54,42,21,307
1262,1262,26,62,42,462
1263,1263,46,45,34,325
1264,1264,58,66,45,546
1265,1265,51,75,53,356
1266,1266,38,40,57,509
1267,1267,75,55,53,250
1268,1268,23,69,50,184
1269,1269,38,64,55,624
1270,1270,36,65,55,703
1271,1271,77,52,47,720
1272,1272,80,41,58,236
1273,1273,48,40,51,271
1274,1274,25,37,39,47
1275,1275,69,91,70,259
1276,1276,69,64,36,272
1277,1277,17,44,82,127
1278,1278,28,46,36,348
1279,1279,45,52,65,163
1280,1280,54,42,54,631
1281,1281,47,80,70,24
1282,1282,23,37,79,179
1283,1283,35,61,23,613
1284,1284,32,48,39,687
1285,1285,32,42,57,424
1286,1286,55,55,49,598
1287,1287,34,64,50,89
1288,1288,86,74,80,346
1289,1289,77,52,67,667
1290,1290,36,43,40,541
1291,1291,41,60,31,629
1292,1292,35,49,45,60
1293,1293,38,51,36,264
1294,1294,78,78,72,214
1295,1295,67,84,87,599
1296,1296,22,24,87,726
1297,1297,56,77,60,120
1298,1298,80,79,68,488
1299,1299,32,48,39,107
1300,1300,25,61,38,261
1301,1301,49,43,48,51
1302,1302,45,46,22,61
1303,1303,35,48,55,206
1304,1304,31,54,45,513
1305,1305,24,58,50,493
1306,1306,73,73,69,569
1307,1307,70,56,38,188
1308,1308,71,65,42,59
1309,1309,82,79,82,650
1310,1310,57,51,55,335
1311,1311,56,59,43,380
1312,1312,40,44,63,458
1313,1313,65,94,82,613
1314,1314,53,58,45,573
1315,1315,68,77,83,499
1316,1316,65,54,61,595
1317,1317,45,63,48,7
1318,1318,36,45,60,664
1319,1319,51,70,50,499
1320,1320,38,60,47,527
1321,1321,73,86,74,164
1322,1322,60,76,59,118
1323,1323,33,45,35,413
1324,1324,49,68,47,410
1325,1325,18,45,81,196
1326,1326,71,83,66,194
1327,1327,36,66,64,520
1328,1328,20,24,82,408
1329,1329,77,70,66,389
1330,1330,43,67,43,515
1331,1331,49,46,39,673
1332,1332,14,26,75,36
1333,1333,55,60,55,51
1334,1334,51,83,58,512
1335,1335,58,63,48,240
1336,1336,50,47,47,630
1337,1337,52,68,53,385
1338,1338,22,35,90,40
1339,1339,55,49,51,547
1340,1340,57,76,71,641
1341,1341,41,54,57,137
1342,1342,37,62,28,473
1343,1343,24,27,84,119
1344,1344,65,72,80,592
1345,1345,77,45,40,607
1346,1346,22,59,45,348
1347,1347,66,71,57,129
1348,1348,59,59,42,447
1349,1349,17,47,92,290
1350,1350,26,60,33,319
1351,1351,47,60,48,660
1352,1352,44,61,55,184
1353,1353,26,25,75,398
1354,1354,76,70,76,166
1355,1355,47,62,51,296
1356,1356,57,66,35,267
1357,1357,53,56,47,277
1358,1358,21,42,79,201
1359,1359,34,48,83,359
1360,1360,60,94,74,116
1361,1361,41,67,25,672
1362,1362,79,52,66,411
1363,1363,18,37,94,16
1364,1364,43,77,68,330
1365,1365,59,45,50,148
1366,1366,47,45,48,333
1367,1367,42,62,36,717
1368,1368,70,65,46,150
1369,1369,56,52,28,661
1370,1370,58,43,32,649
1371,1371,30,42,34,642
1372,1372,47,54,30,716
1373,1373,49,55,61,360
1374,1374,37,49,26,667
1375,1375,25,57,30,284
1376,1376,30,54,43,671
1377,1377,34,48,43,613
1378,1378,46,56,27,533
1379,1379,10,35,85,681
1380,1380,74,77,95,382
1381,1381,29,22,76,382
1382,1382,68,51,32,138
1383,1383,83,92,91,691
1384,1384,72,75,41,32
1385,1385,25,70,64,66
1386,1386,18,21,90,597
1387,1387,17,42,86,460
1388,1388,88,89,79,334
1389,1389,25,62,30,458
1390,1390,61,85,75,31
1391,1391,53,47,43,248
1392,1392,57,58,33,431
1393,1393,49,57,28,558
1394,1394,58,64,32,662
1395,1395,36,60,44,497
1396,1396,75,67,74,600
1397,1397,30,68,41,69
1398,1398,80,82,64,648
1399,1399,85,90,89,119
1400,1400,10,37,84,70
1401,1401,66,63,59,229
1402,1402,22,47,52,232
1403,1403,58,58,21,648
1404,1404,37,42,37,558
1405,1405,60,81,52,431
1406,1406,74,52,60,501
1407,1407,52,41,33,411
1408,1408,75,44,47,122
1409,1409,30,47,64,244
1410,1410,26,61,47,627
1411,1411,16,44,85,33
1412,1412,76,68,33,512
1413,1413,66,80,77,244
1414,1414,25,43,53,58
1415,1415,69,83,95,557
1416,1416,12,50,95,346
1417,1417,66,46,34,407
1418,1418,65,71,32,691
1419,1419,26,61,29,37
1420,1420,45,58,42,450
1421,1421,48,47,59,660
1422,1422,41,65,41,33
1423,1423,31,43,44,128
1424,1424,32,53,38,138
1425,1425,89,83,84,433
1426,1426,67,62,40,347
1427,1427,64,72,93,601
1428,1428,62,70,71,145
1429,1429,38,51,27,202
1430,1430,38,44,26,682
1431,1431,79,71,90,602
1432,1432,43,64,50,213
1433,1433,46,50,50,467
1434,1434,69,73,58,589
1435,1435,54,41,32,654
1436,1436,43,81,61,529
1437,1437,74,66,47,221
1438,1438,55,61,34,554
1439,1439,76,76,68,164
1440,1440,73,68,56,605
1441,1441,56,67,53,151
1442,1442,44,49,21,578
1443,1443,27,32,58,293
1444,1444,37,42,36,553
1445,1445,43,64,53,682
1446,1446,69,79,73,687
1447,1447,75,90,79,214
1448,1448,50,43,56,569
1449,1449,25,42,78,89
1450,1450,41,60,42,260
1451,1451,70,72,86,630
1452,1452,43,70,42,511
1453,1453,34,40,57,623
1454,1454,27,54,44,75
1455,1455,52,38,44,162
1456,1456,47,69,44,294
1457,1457,41,49,45,688
1458,1458,69,82,66,562
1459,1459,59,49,48,158
1460,1460,32,60,49,486
1461,1461,46,43,28,442
1462,1462,62,75,85,327
1463,1463,54,64,28,261
1464,1464,14,35,77,34
1465,1465,79,72,37,179
1466,1466,64,93,92,722
1467,1467,34,49,31,628
1468,1468,61,83,77,88
1469,1469,52,49,58,165
1470,1470,63,80,82,666
1471,1471,58,61,36,648
1472,1472,33,52,48,583
1473,1473,47,46,46,192
1474,1474,53,56,44,105
1475,1475,46,83,74,381
1476,1476,69,73,65,330
1477,1477,35,62,34,692
1478,1478,43,59,53,99
1479,1479,85,87,70,207
1480,1480,71,79,66,83
1481,1481,32,43,44,705
1482,1482,79,82,51,439
1483,1483,84,75,67,22
1484,1484,33,32,89,12
1485,1485,30,56,34,237
1486,1486,36,42,46,49
1487,1487,85,92,85,708
1488,1488,46,53,37,200
1489,1489,50,48,30,317
1490,1490,70,74,33,389
1491,1491,70,43,54,399
1492,1492,49,74,43,526
1493,1493,34,36,92,686
1494,1494,28,50,34,514
1495,1495,20,24,71,626
1496,1496,60,89,82,194
1497,1497,22,27,88,201
1498,1498,13,40,92,668
1499,1499,65,48,51,457
1500,1500,33,68,64,433
1501,1501,18,25,78,160
1502,1502,55,43,55,213
1503,1503,12,21,80,558
1504,1504,68,63,53,470
1505,1505,62,66,57,317
1506,1506,46,56,32,691
1507,1507,43,64,48,622
1508,1508,10,21,89,439
1509,1509,55,65,39,419
1510,1510,80,84,54,302
1511,1511,72,57,38,19
1512,1512,33,46,36,267
1513,1513,33,49,43,498
1514,1514,67,73,70,497
1515,1515,32,47,54,47
1516,1516,20,31,77,259
1517,1517,78,57,57,457
1518,1518,38,45,33,652
1519,1519,34,66,36,274
1520,1520,72,77,82,151
1521,1521,57,46,43,529
1522,1522,28,38,36,682
1523,1523,29,47,76,319
1524,1524,31,55,33,624
1525,1525,53,53,46,317
1526,1526,59,59,71,432
1527,1527,12,24,88,599
1528,1528,59,62,40,280
1529,1529,52,70,41,433
1530,1530,29,33,77,558
1531,1531,62,76,52,291
1532,1532,33,47,57,558
1533,1533,52,48,59,391
1534,1534,30,51,37,133
1535,1535,49,47,41,365
1536,1536,56,41,33,494
1537,1537,67,88,75,470
1538,1538,27,49,79,604
1539,1539,86,72,73,213
1540,1540,22,34,81,445
1541,1541,25,47,33,404
1542,1542,63,66,33,543
1543,1543,24,46,72,299
1544,1544,54,66,33,697
1545,1545,39,50,30,300
1546,1546,64,83,44,284
1547,1547,39,68,46,695
1548,1548,40,46,57,461
1549,1549,28,49,46,41
1550,1550,30,41,53,266
1551,1551,27,33,55,457
1552,1552,77,54,60,539
1553,1553,42,51,53,665
1554,1554,83,77,77,519
1555,1555,86,73,77,247
1556,1556,13,20,81,217
1557,1557,11,28,92,525
1558,1558,60,75,95,303
1559,1559,47,46,42,715
1560,1560,59,83,68,274
1561,1561,34,70,51,563
1562,1562,33,22,88,624
1563,1563,26,49,23,378
1564,1564,43,30,37,538
1565,1565,27,63,58,95
1566,1566,63,84,61,283
1567,1567,40,53,41,34
1568,1568,23,30,78,343
1569,1569,48,61,44,4
1570,1570,52,49,25,231
1571,1571,29,42,88,519
1572,1572,40,52,40,276
1573,1573,76,90,84,529
1574,1574,27,24,94,362
1575,1575,32,30,91,349
1576,1576,50,60,37,599
1577,1577,24,24,87,627
1578,1578,55,67,30,405
1579,1579,65,54,43,465
1580,1580,56,60,32,459
1581,1581,41,46,33,6
1582,1582,67,52,56,437
1583,1583,78,94,88,434
1584,1584,58,46,45,58
1585,1585,26,34,92,357
1586,1586,80,46,55,697
1587,1587,79,76,54,198
1588,1588,34,50,89,266
1589,1589,33,51,34,136
1590,1590,87,78,69,672
1591,1591,35,69,44,235
1592,1592,46,84,59,473
1593,1593,51,74,43,632
1594,1594,51,74,33,424
1595,1595,63,93,71,26
1596,1596,89,93,79,79
1597,1597,25,25,92,223
1598,1598,89,77,75,559
1599,1599,46,69,48,19
1600,1600,87,77,72,530
1601,1601,46,42,51,150
1602,1602,51,61,36,88
1603,1603,67,48,31,298
1604,1604,69,73,45,563
1605,1605,77,87,76,608
1606,1606,48,54,37,475
1607,1607,76,72,60,478
1608,1608,69,89,87,703
1609,1609,31,40,42,726
1610,1610,56,31,37,54
1611,1611,46,56,43,326
1612,1612,53,64,53,373
1613,1613,31,43,89,436
1614,1614,58,65,56,473
1615,1615,85,80,84,170
1616,1616,41,40,43,275
1617,1617,70,71,76,640
1618,1618,24,23,86,208
1619,1619,43,64,37,186
1620,1620,71,46,51,667
1621,1621,57,58,40,37
1622,1622,40,65,35,128
1623,1623,58,67,33,6
1624,1624,16,39,72,112
1625,1625,39,50,48,135
1626,1626,33,49,48,217
1627,1627,27,34,27,355
1628,1628,47,47,48,712
1629,1629,74,79,66,134
1630,1630,86,75,86,481
1631,1631,67,77,81,186
1632,1632,48,56,64,272
1633,1633,87,89,77,227
1634,1634,53,67,48,610
1635,1635,30,60,62,210
1636,1636,31,61,30,657
1637,1637,79,94,91,569
1638,1638,80,92,90,532
1639,1639,22,44,80,417
1640,1640,46,77,41,446
1641,1641,75,65,42,299
1642,1642,53,51,42,683
1643,1643,86,87,87,317
1644,1644,57,75,64,150
1645,1645,79,40,40,592
1646,1646,31,43,88,197
1647,1647,36,42,33,402
1648,1648,31,52,35,23
1649,1649,73,79,84,368
1650,1650,52,47,32,277
1651,1651,51,50,57,507
1652,1652,35,40,77,167
1653,1653,68,53,62,729
1654,1654,58,57,57,3
1655,1655,65,95,88,487
1656,1656,41,69,42,655
1657,1657,33,59,47,462
1658,1658,70,70,66,589
1659,1659,15,24,81,425
1660,1660,54,44,64,532
1661,1661,67,84,74,438
1662,1662,32,56,29,520
1663,1663,72,61,35,581
1664,1664,49,70,51,113
1665,1665,35,37,87,180
1666,1666,13,34,73,103
1667,1667,74,85,67,50
1668,1668,46,70,44,243
1669,1669,36,51,53,593
1670,1670,59,60,50,187
1671,1671,46,48,37,653
1672,1672,49,43,53,48
1673,1673,38,51,36,193
1674,1674,80,86,89,662
1675,1675,79,68,64,224
1676,1676,72,68,75,682
1677,1677,45,71,60,513
1678,1678,60,41,23,450
1679,1679,77,56,37,275
1680,1680,31,52,61,510
1681,1681,62,60,72,16
1682,1682,35,68,37,232
1683,1683,89,91,89,390
1684,1684,51,44,49,253
1685,1685,24,36,88,79
1686,1686,57,56,66,399
1687,1687,28,34,70,440
1688,1688,58,42,47,259
1689,1689,28,31,58,589
1690,1690,51,62,47,487
1691,1691,41,69,63,445
1692,1692,60,57,40,37
1693,1693,34,36,33,607
1694,1694,53,70,45,465
1695,1695,69,71,70,89
1696,1696,87,78,94,556
1697,1697,69,68,52,82
1698,1698,26,32,31,129
1699,1699,26,70,54,55
1700,1700,49,45,39,338
1701,1701,46,47,39,504
1702,1702,32,48,21,217
1703,1703,44,77,50,669
1704,1704,39,44,53,232
1705,1705,80,52,58,163
1706,1706,60,87,74,205
1707,1707,55,53,53,499
1708,1708,69,83,76,485
1709,1709,72,46,51,97
1710,1710,77,56,58,537
1711,1711,52,46,63,589
1712,1712,49,46,39,422
1713,1713,53,56,34,575
1714,1714,31,27,71,171
1715,1715,39,53,40,350
1716,1716,90,81,78,532
1717,1717,49,56,66,657
1718,1718,74,66,52,698
1719,1719,49,36,20,113
1720,1720,27,68,57,470
1721,1721,70,86,90,21
1722,1722,51,56,42,698
1723,1723,27,49,49,466
1724,1724,33,37,31,240
1725,1725,20,68,38,567
1726,1726,51,77,72,46
1727,1727,65,77,92,206
1728,1728,71,40,54,283
1729,1729,46,49,37,309
1730,1730,47,66,39,38
1731,1731,26,42,89,191
1732,1732,57,45,50,1
1733,1733,38,68,55,267
1734,1734,38,40,36,367
1735,1735,54,44,53,94
1736,1736,42,83,41,634
1737,1737,31,43,75,610
1738,1738,57,65,61,447
1739,1739,27,29,85,473
1740,1740,90,86,82,75
1741,1741,69,81,71,703
1742,1742,38,42,54,710
1743,1743,64,57,50,304
1744,1744,73,93,84,92
1745,1745,59,67,55,487
1746,1746,56,42,27,259
1747,1747,48,46,47,154
1748,1748,33,45,75,89
1749,1749,47,75,36,614
1750,1750,69,50,67,155
1751,1751,64,50,57,352
1752,1752,31,52,44,167
1753,1753,47,44,29,588
1754,1754,30,53,27,640
1755,1755,47,60,28,442
1756,1756,66,56,52,435
1757,1757,48,66,74,122
1758,1758,62,82,86,442
1759,1759,76,88,74,321
1760,1760,33,52,43,595
1761,1761,74,79,69,475
1762,1762,24,31,82,489
1763,1763,64,60,49,317
1764,1764,89,78,95,529
1765,1765,40,59,60,50
1766,1766,57,44,33,578
1767,1767,24,67,43,698
1768,1768,61,91,71,89
1769,1769,40,42,49,55
1770,1770,57,72,35,230
1771,1771,49,45,43,450
1772,1772,18,48,89,437
1773,1773,28,56,23,193
1774,1774,47,59,46,166
1775,1775,21,40,93,194
1776,1776,74,88,84,303
1777,1777,32,53,30,253
1778,1778,21,68,50,677
1779,1779,12,43,93,419
1780,1780,12,25,91,41
1781,1781,38,38,58,514
1782,1782,27,49,87,683
1783,1783,30,60,42,64
1784,1784,58,43,54,706
1785,1785,63,73,45,485
1786,1786,54,45,54,155
1787,1787,55,62,30,308
1788,1788,54,74,48,107
1789,1789,47,54,31,209
1790,1790,51,43,37,156
1791,1791,52,81,43,716
1792,1792,33,59,37,353
1793,1793,36,55,61,535
1794,1794,69,70,43,218
1795,1795,71,41,34,727
1796,1796,34,44,57,23
1797,1797,59,84,57,297
1798,1798,90,82,89,274
1799,1799,73,64,43,296
1800,1800,73,75,41,578
1801,1801,65,80,42,722
1802,1802,55,79,45,607
1803,1803,11,36,76,715
1804,1804,51,67,54,351
1805,1805,17,24,88,96
1806,1806,59,42,37,53
1807,1807,38,47,53,110
1808,1808,13,44,70,200
1809,1809,19,39,77,700
1810,1810,38,49,27,390
1811,1811,50,59,42,586
1812,1812,25,68,44,460
1813,1813,81,92,75,536
1814,1814,31,42,38,192
1815,1815,82,86,76,359
1816,1816,87,73,88,619
1817,1817,48,59,40,159
1818,1818,45,66,37,526
1819,1819,51,61,30,306
1820,1820,51,65,54,386
1821,1821,69,58,51,370
1822,1822,60,95,85,110
1823,1823,52,64,49,6
1824,1824,70,85,90,327
1825,1825,18,48,79,60
1826,1826,35,35,94,591
1827,1827,53,49,27,587
1828,1828,28,42,57,340
1829,1829,51,74,65,725
1830,1830,37,48,34,283
1831,1831,75,45,48,94
1832,1832,86,84,85,132
1833,1833,70,51,60,699
1834,1834,49,59,67,435
1835,1835,79,80,79,505
1836,1836,69,73,68,404
1837,1837,55,57,42,463
1838,1838,28,30,81,307
1839,1839,60,82,90,348
1840,1840,82,71,70,274
1841,1841,14,21,84,192
1842,1842,47,61,48,671
1843,1843,21,64,58,729
1844,1844,71,67,50,704
1845,1845,37,51,34,79
1846,1846,50,70,45,581
1847,1847,74,74,56,423
1848,1848,55,56,25,685
1849,1849,49,68,27,83
1850,1850,52,55,58,197
1851,1851,46,63,35,711
1852,1852,80,85,71,287
1853,1853,14,46,76,679
1854,1854,45,50,60,131
1855,1855,59,52,43,332
1856,1856,47,59,42,132
1857,1857,22,45,71,435
1858,1858,43,59,52,266
1859,1859,30,40,52,529
1860,1860,73,57,51,404
1861,1861,51,52,61,519
1862,1862,42,42,54,127
1863,1863,57,60,60,728
1864,1864,30,39,70,76
1865,1865,80,72,56,432
1866,1866,71,58,50,117
1867,1867,49,51,46,586
1868,1868,80,89,87,41
1869,1869,62,72,67,440
1870,1870,47,53,44,696
1871,1871,22,39,73,646
1872,1872,60,74,51,178
1873,1873,73,51,40,70
1874,1874,34,51,38,249
1875,1875,27,36,91,708
1876,1876,50,55,33,714
1877,1877,78,51,46,46
1878,1878,47,30,35,546
1879,1879,40,59,46,691
1880,1880,64,80,67,412
1881,1881,54,49,33,629
1882,1882,58,71,63,296
1883,1883,20,43,26,298
1884,1884,70,73,59,449
1885,1885,67,87,91,90
1886,1886,43,61,26,291
1887,1887,40,45,37,410
1888,1888,46,40,26,707
1889,1889,18,46,72,310
1890,1890,34,38,91,695
1891,1891,50,50,47,54
1892,1892,67,44,32,497
1893,1893,30,50,73,21
1894,1894,31,61,37,582
1895,1895,53,40,25,292
1896,1896,10,36,91,593
1897,1897,20,32,80,74
1898,1898,35,47,70,391
1899,1899,29,52,52,250
1900,1900,17,48,83,125
1901,1901,21,44,78,73
1902,1902,36,31,41,590
1903,1903,14,48,95,384
1904,1904,20,33,81,316
1905,1905,45,65,37,450
1906,1906,41,68,35,21
1907,1907,41,44,59,628
1908,1908,50,85,70,395
1909,1909,62,55,43,81
1910,1910,63,48,36,123
1911,1911,90,75,82,89
1912,1912,57,35,27,39
1913,1913,31,23,95,285
1914,1914,54,40,50,596
1915,1915,58,42,53,389
1916,1916,52,72,50,438
1917,1917,23,56,55,362
1918,1918,76,59,58,471
1919,1919,81,84,76,545
1920,1920,55,48,57,335
1921,1921,46,49,27,403
1922,1922,31,42,23,392
1923,1923,57,51,33,290
1924,1924,59,67,41,232
1925,1925,52,49,47,512
1926,1926,88,72,85,342
1927,1927,54,46,45,628
1928,1928,31,48,81,679
1929,1929,52,55,49,160
1930,1930,60,43,48,534
1931,1931,77,77,54,293
1932,1932,22,66,36,191
1933,1933,62,60,40,459
1934,1934,34,56,52,314
1935,1935,66,87,71,416
1936,1936,58,62,30,277
1937,1937,50,61,30,78
1938,1938,65,94,72,617
1939,1939,48,55,44,74
1940,1940,75,61,51,297
1941,1941,34,50,32,35
1942,1942,36,55,48,203
1943,1943,45,50,46,377
1944,1944,68,79,67,107
1945,1945,36,52,34,677
1946,1946,24,30,75,23
1947,1947,19,45,91,174
1948,1948,33,41,92,382
1949,1949,50,56,47,640
1950,1950,18,21,75,438
1951,1951,40,51,51,470
1952,1952,59,44,35,276
1953,1953,45,70,58,445
1954,1954,53,65,38,170
1955,1955,35,50,39,247
1956,1956,86,86,74,725
1957,1957,26,31,82,306
1958,1958,37,50,26,521
1959,1959,60,78,60,663
1960,1960,32,67,34,51
1961,1961,72,54,57,518
1962,1962,78,54,65,160
1963,1963,81,95,81,238
1964,1964,31,69,38,88
1965,1965,44,67,36,590
1966,1966,38,45,64,489
1967,1967,43,53,34,691
1968,1968,81,80,95,60
1969,1969,57,47,52,725
1970,1970,41,62,32,261
1971,1971,31,22,75,324
1972,1972,51,48,33,445
1973,1973,74,69,38,676
1974,1974,77,70,67,365
1975,1975,24,32,84,56
1976,1976,57,42,35,87
1977,1977,29,53,60,180
1978,1978,80,89,79,271
1979,1979,48,58,41,79
1980,1980,65,68,39,56
1981,1981,26,47,91,706
1982,1982,23,25,73,566
1983,1983,87,74,89,193
1984,1984,55,75,30,184
1985,1985,55,40,55,68
1986,1986,49,60,47,110
1987,1987,34,61,30,487
1988,1988,77,84,75,439
1989,1989,27,64,34,291
1990,1990,77,76,81,211
1991,1991,26,58,38,345
1992,1992,28,62,37,713
1993,1993,16,35,91,413
1994,1994,45,64,63,98
1995,1995,26,43,87,632
1996,1996,54,46,47,315
1997,1997,58,60,45,597
1998,1998,87,87,79,472
1999,1999,59,56,49,553
2000,2000,78,79,91,606
2001,2001,48,67,49,182
2002,2002,38,54,62,293
2003,2003,47,56,49,624
2004,2004,46,61,40,558
2005,2005,41,61,34,589
2006,2006,50,42,43,141
2007,2007,42,59,40,534
2008,2008,47,64,38,4
2009,2009,77,80,69,579
2010,2010,78,73,77,610
2011,2011,57,80,48,188
2012,2012,74,57,44,228
2013,2013,47,65,40,522
2014,2014,37,56,45,657
2015,2015,43,50,26,393
2016,2016,38,35,50,473
2017,2017,29,68,49,286
2018,2018,22,58,26,80
2019,2019,53,58,37,288
2020,2020,63,54,32,5
2021,2021,21,46,73,157
2022,2022,12,30,82,524
2023,2023,37,59,57,117
2024,2024,47,43,43,415
2025,2025,17,49,94,448
2026,2026,41,42,32,638
2027,2027,48,52,44,496
2028,2028,45,64,28,681
2029,2029,79,73,74,287
2030,2030,34,66,20,702
2031,2031,30,44,53,364
2032,2032,60,55,25,690
2033,2033,42,70,29,246
2034,2034,16,40,93,638
2035,2035,74,82,71,551
2036,2036,29,69,33,430
2037,2037,50,60,31,545
2038,2038,42,65,22,650
2039,2039,42,32,23,604
2040,2040,44,58,58,235
2041,2041,42,53,34,442
2042,2042,54,48,42,333
2043,2043,53,65,45,250
2044,2044,58,64,59,378
2045,2045,57,36,35,482
2046,2046,79,51,70,318
2047,2047,87,74,82,675
2048,2048,43,42,56,354
2049,2049,53,65,68,175
2050,2050,90,82,93,667
2051,2051,33,44,31,330
2052,2052,84,70,69,730
2053,2053,69,66,66,27
2054,2054,57,49,50,330
2055,2055,77,90,72,211
2056,2056,14,49,79,723
2057,2057,79,51,45,18
2058,2058,48,63,74,701
2059,2059,48,75,52,665
2060,2060,48,36,26,448
2061,2061,35,44,64,256
2062,2062,45,64,54,42
2063,2063,40,52,52,656
2064,2064,46,78,73,57
2065,2065,80,67,66,76
2066,2066,80,95,89,415
2067,2067,40,52,35,657
2068,2068,63,67,66,719
2069,2069,41,61,43,136
2070,2070,22,51,43,360
2071,2071,84,95,67,605
2072,2072,57,44,32,684
2073,2073,55,53,32,19
2074,2074,19,37,80,286
2075,2075,55,63,54,313
2076,2076,75,59,56,305
2077,2077,46,41,60,273
2078,2078,10,20,95,215
2079,2079,53,67,33,701
2080,2080,50,70,62,414
2081,2081,23,40,92,505
2082,2082,71,79,93,653
2083,2083,66,95,67,471
2084,2084,86,78,79,7
2085,2085,52,46,52,224
2086,2086,18,28,94,83
2087,2087,32,20,83,107
2088,2088,27,50,41,47
2089,2089,34,61,51,431
2090,2090,30,69,50,54
2091,2091,32,33,93,591
2092,2092,81,81,89,91
2093,2093,34,34,28,701
2094,2094,43,45,30,119
2095,2095,40,68,75,315
2096,2096,43,81,46,635
2097,2097,90,94,83,49
2098,2098,37,52,51,276
2099,2099,35,36,87,628
2100,2100,29,28,82,374
2101,2101,33,46,48,438
2102,2102,52,59,53,197
2103,2103,36,50,27,449
2104,2104,85,80,85,566
2105,2105,59,52,41,457
2106,2106,24,48,78,704
2107,2107,45,46,43,713
2108,2108,41,71,67,505
2109,2109,51,69,38,228
2110,2110,53,54,33,481
2111,2111,78,65,40,150
2112,2112,39,43,40,192
2113,2113,85,75,67,165
2114,2114,29,49,73,632
2115,2115,51,61,67,636
2116,2116,57,62,41,162
2117,2117,43,43,26,409
2118,2118,57,42,20,494
2119,2119,50,52,59,486
2120,2120,68,72,58,79
2121,2121,26,60,58,11
2122,2122,68,90,75,30
2123,2123,10,33,95,375
2124,2124,52,35,23,621
2125,2125,39,55,46,102
2126,2126,14,34,78,350
2127,2127,48,61,64,409
2128,2128,57,68,63,263
2129,2129,51,64,31,134
2130,2130,68,65,55,372
2131,2131,65,53,35,217
2132,2132,24,68,48,712
2133,2133,20,33,86,615
2134,2134,34,44,38,94
