vulnerability_id,server_id,critical_count,high_count,medium_count,low_count,risk_level,last_scan_date
626,626,0,5,10,7,High,2026-07-25
627,627,0,0,7,8,Low,2026-07-25
628,628,0,1,13,9,Medium,2026-07-25
629,629,0,5,10,18,High,2026-07-25
630,630,3,5,10,8,Critical,2026-07-25
631,631,1,1,5,12,Low,2026-07-25
632,632,1,1,5,14,Low,2026-07-25
633,633,0,6,8,23,High,2026-07-25
634,634,1,2,4,7,Low,2026-07-25
635,635,1,1,4,15,Low,2026-07-25
636,636,2,2,11,12,Medium,2026-07-25
637,637,1,8,14,22,High,2026-07-25
638,638,2,1,8,5,Medium,2026-07-25
639,639,1,3,10,14,Medium,2026-07-25
640,640,0,2,8,7,Medium,2026-07-25
641,641,1,2,5,15,Low,2026-07-25
642,642,2,5,3,7,High,2026-07-25
643,643,1,3,6,10,Low,2026-07-25
644,644,3,4,8,13,Critical,2026-07-25
645,645,1,2,8,7,Medium,2026-07-25
646,646,2,7,13,26,High,2026-07-25
647,647,0,3,6,12,Low,2026-07-25
648,648,1,1,6,10,Low,2026-07-25
649,649,0,1,7,12,Low,2026-07-25
650,650,1,0,3,7,Low,2026-07-25
651,651,4,2,14,19,Critical,2026-07-25
652,652,1,6,13,16,High,2026-07-25
653,653,2,2,4,11,Low,2026-07-25
654,654,1,1,7,6,Low,2026-07-25
655,655,0,3,5,17,Low,2026-07-25
656,656,2,1,8,14,Medium,2026-07-25
657,657,1,2,8,10,Medium,2026-07-25
658,658,0,3,4,12,Low,2026-07-25
659,659,0,2,4,8,Low,2026-07-25
660,660,3,1,4,13,Critical,2026-07-25
661,661,1,1,4,14,Low,2026-07-25
662,662,0,10,17,17,High,2026-07-25
663,663,0,0,7,13,Low,2026-07-25
664,664,3,3,6,12,Critical,2026-07-25
665,665,1,2,10,6,Medium,2026-07-25
666,666,2,3,14,9,Medium,2026-07-25
667,667,1,3,6,11,Low,2026-07-25
668,668,0,2,3,8,Low,2026-07-25
669,669,2,1,4,11,Low,2026-07-25
670,670,1,1,6,13,Low,2026-07-25
671,671,0,4,6,17,Low,2026-07-25
672,672,1,4,6,10,Low,2026-07-25
673,673,2,4,9,18,Medium,2026-07-25
674,674,1,2,9,11,Medium,2026-07-25
675,675,1,4,6,13,Low,2026-07-25
676,676,0,1,8,13,Medium,2026-07-25
677,677,0,1,8,6,Medium,2026-07-25
678,678,0,1,10,11,Medium,2026-07-25
679,679,2,2,6,7,Low,2026-07-25
680,680,1,4,6,7,Low,2026-07-25
681,681,0,2,9,14,Medium,2026-07-25
682,682,2,4,4,18,Low,2026-07-25
683,683,1,2,6,12,Low,2026-07-25
684,684,1,3,6,12,Low,2026-07-25
685,685,1,4,6,7,Low,2026-07-25
686,686,2,3,4,6,Low,2026-07-25
687,687,1,1,3,6,Low,2026-07-25
688,688,0,3,6,13,Low,2026-07-25
689,689,2,4,7,5,Low,2026-07-25
690,690,2,2,10,12,Medium,2026-07-25
691,691,0,1,9,11,Medium,2026-07-25
692,692,1,3,9,5,Medium,2026-07-25
693,693,1,1,7,10,Low,2026-07-25
694,694,1,1,7,13,Low,2026-07-25
695,695,2,1,8,14,Medium,2026-07-25
696,696,2,5,18,27,High,2026-07-25
697,697,0,2,7,15,Low,2026-07-25
698,698,0,3,5,7,Low,2026-07-25
699,699,3,3,8,10,Critical,2026-07-25
700,700,3,3,5,20,Critical,2026-07-25
701,701,2,3,5,10,Low,2026-07-25
702,702,2,1,7,4,Low,2026-07-25
703,703,1,4,4,15,Low,2026-07-25
704,704,1,3,4,15,Low,2026-07-25
705,705,1,2,2,14,Low,2026-07-25
706,706,1,2,5,5,Low,2026-07-25
707,707,1,2,5,10,Low,2026-07-25
708,708,1,2,8,11,Medium,2026-07-25
709,709,0,2,15,15,Medium,2026-07-25
710,710,2,4,10,14,Medium,2026-07-25
711,711,2,4,2,12,Low,2026-07-25
712,712,3,3,7,7,Critical,2026-07-25
713,713,2,3,10,7,Medium,2026-07-25
714,714,0,4,8,8,Medium,2026-07-25
715,715,1,3,7,7,Low,2026-07-25
716,716,1,2,7,10,Low,2026-07-25
717,717,1,3,8,11,Medium,2026-07-25
718,718,0,0,8,11,Medium,2026-07-25
719,719,2,2,3,5,Low,2026-07-25
720,720,3,4,15,20,Critical,2026-07-25
721,721,1,7,7,27,High,2026-07-25
722,722,1,1,5,9,Low,2026-07-25
723,723,0,2,8,14,Medium,2026-07-25
724,724,0,2,3,14,Low,2026-07-25
725,725,0,6,10,7,High,2026-07-25
726,726,0,6,14,18,High,2026-07-25
727,727,0,1,7,5,Low,2026-07-25
728,728,2,4,10,6,Medium,2026-07-25
729,729,1,1,12,19,Medium,2026-07-25
730,730,1,3,8,11,Medium,2026-07-25
731,731,1,6,10,13,High,2026-07-25
732,732,0,4,3,5,Low,2026-07-25
733,733,0,5,5,10,High,2026-07-25
734,734,0,1,7,12,Low,2026-07-25
735,735,2,7,9,13,High,2026-07-25
736,736,0,0,7,5,Low,2026-07-25
737,737,1,1,4,9,Low,2026-07-25
738,738,0,2,8,7,Medium,2026-07-25
739,739,0,3,6,14,Low,2026-07-25
740,740,2,3,3,10,Low,2026-07-25
741,741,1,6,10,10,High,2026-07-25
742,742,2,8,7,16,High,2026-07-25
743,743,1,2,3,10,Low,2026-07-25
744,744,3,4,8,18,Critical,2026-07-25
745,745,0,3,7,11,Low,2026-07-25
746,746,0,2,10,7,Medium,2026-07-25
747,747,5,4,15,25,Critical,2026-07-25
748,748,1,1,8,11,Medium,2026-07-25
749,749,2,10,13,19,High,2026-07-25
750,750,0,3,7,7,Low,2026-07-25
751,751,0,3,6,6,Low,2026-07-25
752,752,0,4,10,15,Medium,2026-07-25
753,753,1,2,2,13,Low,2026-07-25
754,754,2,8,10,18,High,2026-07-25
755,755,0,2,4,7,Low,2026-07-25
756,756,1,5,9,12,High,2026-07-25
757,757,1,2,3,10,Low,2026-07-25
758,758,0,4,10,15,Medium,2026-07-25
759,759,0,2,6,15,Low,2026-07-25
760,760,2,3,3,12,Low,2026-07-25
761,761,1,4,8,9,Medium,2026-07-25
762,762,2,1,6,9,Low,2026-07-25
763,763,2,3,6,8,Low,2026-07-25
764,764,0,4,5,16,Low,2026-07-25
765,765,1,3,5,11,Low,2026-07-25
766,766,1,3,5,5,Low,2026-07-25
767,767,0,1,6,15,Low,2026-07-25
768,768,2,1,9,9,Medium,2026-07-25
769,769,0,2,7,8,Low,2026-07-25
770,770,1,5,3,13,High,2026-07-25
771,771,0,1,2,14,Low,2026-07-25
772,772,0,2,2,6,Low,2026-07-25
773,773,0,1,5,12,Low,2026-07-25
774,774,1,0,3,11,Low,2026-07-25
775,775,2,2,4,13,Low,2026-07-25
776,776,2,4,8,14,Medium,2026-07-25
777,777,0,7,15,23,High,2026-07-25
778,778,0,5,7,15,High,2026-07-25
779,779,2,3,4,5,Low,2026-07-25
780,780,1,1,3,6,Low,2026-07-25
781,781,2,1,7,11,Low,2026-07-25
782,782,0,0,2,5,Low,2026-07-25
783,783,1,3,5,11,Low,2026-07-25
784,784,0,1,4,12,Low,2026-07-25
785,785,0,3,4,5,Low,2026-07-25
786,786,3,2,8,16,Critical,2026-07-25
787,787,1,7,20,17,High,2026-07-25
788,788,5,7,18,25,Critical,2026-07-25
789,789,0,5,10,18,High,2026-07-25
790,790,1,2,8,10,Medium,2026-07-25
791,791,0,3,3,12,Low,2026-07-25
792,792,0,4,2,11,Low,2026-07-25
793,793,0,2,3,7,Low,2026-07-25
794,794,1,0,2,10,Low,2026-07-25
795,795,4,9,5,10,Critical,2026-07-25
796,796,3,7,16,18,Critical,2026-07-25
797,797,1,1,9,8,Medium,2026-07-25
798,798,1,5,7,6,High,2026-07-25
799,799,0,2,7,17,Low,2026-07-25
800,800,2,4,6,7,Low,2026-07-25
801,801,0,1,8,4,Medium,2026-07-25
802,802,1,4,3,17,Low,2026-07-25
803,803,1,2,3,13,Low,2026-07-25
804,804,0,2,5,7,Low,2026-07-25
805,805,1,4,7,8,Low,2026-07-25
806,806,2,2,8,4,Medium,2026-07-25
807,807,1,2,4,10,Low,2026-07-25
808,808,1,0,7,7,Low,2026-07-25
809,809,0,0,2,10,Low,2026-07-25
810,810,0,2,8,9,Medium,2026-07-25
811,811,1,3,9,14,Medium,2026-07-25
812,812,0,9,18,25,High,2026-07-25
813,813,2,4,5,15,Low,2026-07-25
814,814,2,2,8,7,Medium,2026-07-25
815,815,2,4,7,11,Low,2026-07-25
816,816,0,2,8,4,Medium,2026-07-25
817,817,1,2,6,9,Low,2026-07-25
818,818,0,5,3,10,High,2026-07-25
819,819,0,2,5,5,Low,2026-07-25
820,820,0,1,7,11,Low,2026-07-25
821,821,0,1,6,14,Low,2026-07-25
822,822,3,9,16,13,Critical,2026-07-25
823,823,0,2,8,10,Medium,2026-07-25
824,824,0,1,6,14,Low,2026-07-25
825,825,2,5,8,22,High,2026-07-25
826,826,0,1,6,4,Low,2026-07-25
827,827,2,4,7,13,Low,2026-07-25
828,828,0,1,8,13,Medium,2026-07-25
829,829,0,4,7,17,Low,2026-07-25
830,830,0,10,14,18,High,2026-07-25
831,831,1,1,6,7,Low,2026-07-25
832,832,2,4,7,14,Low,2026-07-25
833,833,1,1,10,15,Medium,2026-07-25
834,834,2,2,7,6,Low,2026-07-25
835,835,5,10,14,15,Critical,2026-07-25
836,836,1,2,5,5,Low,2026-07-25
837,837,3,5,19,16,Critical,2026-07-25
838,838,1,4,8,7,Medium,2026-07-25
839,839,0,3,4,10,Low,2026-07-25
840,840,1,4,5,10,Low,2026-07-25
841,841,1,2,7,14,Low,2026-07-25
842,842,1,3,5,6,Low,2026-07-25
843,843,2,2,8,7,Medium,2026-07-25
844,844,0,1,3,5,Low,2026-07-25
845,845,1,9,6,30,High,2026-07-25
846,846,1,1,4,8,Low,2026-07-25
847,847,0,4,9,14,Medium,2026-07-25
848,848,0,10,9,16,High,2026-07-25
849,849,2,1,6,13,Low,2026-07-25
850,850,4,9,13,22,Critical,2026-07-25
851,851,2,6,5,18,High,2026-07-25
852,852,1,3,6,7,Low,2026-07-25
853,853,2,1,6,11,Low,2026-07-25
854,854,2,2,12,5,Medium,2026-07-25
855,855,1,4,13,23,Medium,2026-07-25
856,856,0,6,14,19,High,2026-07-25
857,857,2,4,9,15,Medium,2026-07-25
858,858,0,2,3,6,Low,2026-07-25
859,859,5,4,16,17,Critical,2026-07-25
860,860,0,1,5,5,Low,2026-07-25
861,861,1,3,4,12,Low,2026-07-25
862,862,1,1,8,11,Medium,2026-07-25
863,863,2,2,7,14,Low,2026-07-25
864,864,1,4,5,11,Low,2026-07-25
865,865,0,6,12,12,High,2026-07-25
866,866,1,5,3,11,High,2026-07-25
867,867,4,8,12,17,Critical,2026-07-25
868,868,2,2,9,7,Medium,2026-07-25
869,869,0,3,4,8,Low,2026-07-25
870,870,2,1,13,14,Medium,2026-07-25
871,871,1,8,6,25,High,2026-07-25
872,872,1,2,2,11,Low,2026-07-25
873,873,1,2,13,19,Medium,2026-07-25
874,874,0,4,5,12,Low,2026-07-25
875,875,1,3,6,12,Low,2026-07-25
876,876,0,2,2,5,Low,2026-07-25
877,877,1,1,7,6,Low,2026-07-25
878,878,0,1,9,11,Medium,2026-07-25
879,879,1,4,4,12,Low,2026-07-25
880,880,3,9,19,13,Critical,2026-07-25
881,881,4,9,15,20,Critical,2026-07-25
882,882,1,2,4,11,Low,2026-07-25
883,883,1,2,2,4,Low,2026-07-25
884,884,0,3,4,12,Low,2026-07-25
885,885,1,4,11,12,Medium,2026-07-25
886,886,2,3,8,12,Medium,2026-07-25
887,887,2,5,6,19,High,2026-07-25
888,888,3,3,13,5,Critical,2026-07-25
889,889,1,0,4,7,Low,2026-07-25
890,890,2,4,5,6,Low,2026-07-25
891,891,1,1,6,6,Low,2026-07-25
892,892,2,2,8,6,Medium,2026-07-25
893,893,1,2,3,6,Low,2026-07-25
894,894,0,2,7,14,Low,2026-07-25
895,895,1,2,4,8,Low,2026-07-25
896,896,5,4,11,22,Critical,2026-07-25
897,897,2,4,8,10,Medium,2026-07-25
898,898,0,2,10,5,Medium,2026-07-25
899,899,0,2,9,14,Medium,2026-07-25
900,900,2,3,5,12,Low,2026-07-25
901,901,1,4,5,14,Low,2026-07-25
902,902,2,1,4,5,Low,2026-07-25
903,903,0,2,7,8,Low,2026-07-25
904,904,1,1,8,8,Medium,2026-07-25
905,905,0,6,4,17,High,2026-07-25
906,906,0,3,8,7,Medium,2026-07-25
907,907,0,3,9,11,Medium,2026-07-25
908,908,0,3,7,10,Low,2026-07-25
909,909,1,1,6,7,Low,2026-07-25
910,910,1,4,8,7,Medium,2026-07-25
911,911,2,2,12,17,Medium,2026-07-25
912,912,1,4,6,7,Low,2026-07-25
913,913,3,1,8,14,Critical,2026-07-25
914,914,0,3,4,15,Low,2026-07-25
915,915,5,2,10,30,Critical,2026-07-25
916,916,1,5,9,9,High,2026-07-25
917,917,2,1,14,6,Medium,2026-07-25
918,918,2,4,7,14,Low,2026-07-25
919,919,1,2,5,9,Low,2026-07-25
920,920,0,1,5,7,Low,2026-07-25
921,921,3,2,5,19,Critical,2026-07-25
922,922,0,1,5,15,Low,2026-07-25
923,923,1,9,13,30,High,2026-07-25
924,924,1,2,6,10,Low,2026-07-25
925,925,3,5,13,24,Critical,2026-07-25
926,926,0,0,7,8,Low,2026-07-25
927,927,4,8,9,11,Critical,2026-07-25
928,928,2,2,9,9,Medium,2026-07-25
929,929,0,4,14,20,Medium,2026-07-25
930,930,2,1,10,15,Medium,2026-07-25
931,931,1,2,4,11,Low,2026-07-25
932,932,4,9,13,15,Critical,2026-07-25
933,933,1,3,19,23,Medium,2026-07-25
934,934,0,1,4,7,Low,2026-07-25
935,935,1,4,3,5,Low,2026-07-25
936,936,0,1,3,8,Low,2026-07-25
937,937,1,3,4,16,Low,2026-07-25
938,938,1,0,7,13,Low,2026-07-25
939,939,0,5,11,13,High,2026-07-25
940,940,0,1,8,10,Medium,2026-07-25
941,941,0,1,3,6,Low,2026-07-25
942,942,0,4,8,8,Medium,2026-07-25
943,943,4,10,16,13,Critical,2026-07-25
944,944,2,2,8,15,Medium,2026-07-25
945,945,3,1,7,18,Critical,2026-07-25
946,946,2,4,5,14,Low,2026-07-25
947,947,0,2,3,8,Low,2026-07-25
948,948,0,1,4,4,Low,2026-07-25
949,949,1,5,5,9,High,2026-07-25
950,950,1,0,7,9,Low,2026-07-25
951,951,0,5,18,15,High,2026-07-25
952,952,2,3,8,5,Medium,2026-07-25
953,953,2,2,5,10,Low,2026-07-25
954,954,2,3,3,6,Low,2026-07-25
955,955,0,1,5,5,Low,2026-07-25
956,956,0,5,20,19,High,2026-07-25
957,957,2,2,15,16,Medium,2026-07-25
958,958,2,4,5,9,Low,2026-07-25
959,959,0,1,8,6,Medium,2026-07-25
960,960,4,7,20,25,Critical,2026-07-25
961,961,0,2,5,11,Low,2026-07-25
962,962,3,5,6,10,Critical,2026-07-25
963,963,0,1,2,10,Low,2026-07-25
964,964,2,3,6,5,Low,2026-07-25
965,965,1,5,9,7,High,2026-07-25
966,966,1,4,8,20,Medium,2026-07-25
967,967,1,2,6,7,Low,2026-07-25
968,968,0,0,2,6,Low,2026-07-25
969,969,1,3,11,12,Medium,2026-07-25
970,970,0,2,10,14,Medium,2026-07-25
971,971,0,3,9,17,Medium,2026-07-25
972,972,0,2,6,9,Low,2026-07-25
973,973,5,4,8,18,Critical,2026-07-25
974,974,5,9,19,24,Critical,2026-07-25
975,975,0,3,8,14,Medium,2026-07-25
976,976,1,5,5,17,High,2026-07-25
977,977,1,4,8,17,Medium,2026-07-25
978,978,0,2,2,4,Low,2026-07-25
979,979,0,3,7,8,Low,2026-07-25
980,980,0,1,2,11,Low,2026-07-25
981,981,2,5,6,9,High,2026-07-25
982,982,1,5,12,7,High,2026-07-25
983,983,0,4,13,20,Medium,2026-07-25
984,984,2,5,4,7,High,2026-07-25
985,985,3,3,9,16,Critical,2026-07-25
986,986,0,1,5,12,Low,2026-07-25
987,987,0,6,4,13,High,2026-07-25
988,988,0,1,6,11,Low,2026-07-25
989,989,2,4,7,9,Low,2026-07-25
990,990,1,5,10,8,High,2026-07-25
991,991,0,2,5,8,Low,2026-07-25
992,992,0,6,10,15,High,2026-07-25
993,993,2,3,2,7,Low,2026-07-25
994,994,3,9,20,10,Critical,2026-07-25
995,995,2,1,9,12,Medium,2026-07-25
996,996,1,0,5,6,Low,2026-07-25
997,997,0,5,6,5,High,2026-07-25
998,998,0,3,8,8,Medium,2026-07-25
999,999,1,3,3,4,Low,2026-07-25
1000,1000,0,1,3,15,Low,2026-07-25
1001,1001,0,3,5,7,Low,2026-07-25
1002,1002,5,2,10,16,Critical,2026-07-25
1003,1003,1,1,7,13,Low,2026-07-25
1004,1004,1,1,7,11,Low,2026-07-25
1005,1005,0,2,5,8,Low,2026-07-25
1006,1006,2,1,10,12,Medium,2026-07-25
1007,1007,1,3,3,12,Low,2026-07-25
1008,1008,2,2,3,7,Low,2026-07-25
1009,1009,3,6,12,17,Critical,2026-07-25
1010,1010,2,5,12,20,High,2026-07-25
1011,1011,1,3,3,7,Low,2026-07-25
1012,1012,2,4,6,15,Low,2026-07-25
1013,1013,0,3,7,4,Low,2026-07-25
1014,1014,2,3,8,10,Medium,2026-07-25
1015,1015,0,0,4,6,Low,2026-07-25
1016,1016,1,2,5,7,Low,2026-07-25
1017,1017,1,0,8,15,Medium,2026-07-25
1018,1018,0,1,5,6,Low,2026-07-25
1019,1019,2,4,11,12,Medium,2026-07-25
1020,1020,0,2,10,12,Medium,2026-07-25
1021,1021,0,3,6,6,Low,2026-07-25
1022,1022,1,2,7,14,Low,2026-07-25
1023,1023,2,4,6,7,Low,2026-07-25
1024,1024,2,2,9,11,Medium,2026-07-25
1025,1025,1,1,7,12,Low,2026-07-25
1026,1026,0,2,12,7,Medium,2026-07-25
1027,1027,0,2,3,5,Low,2026-07-25
1028,1028,0,3,5,9,Low,2026-07-25
1029,1029,1,1,12,12,Medium,2026-07-25
1030,1030,1,5,10,5,High,2026-07-25
1031,1031,0,2,10,17,Medium,2026-07-25
1032,1032,1,3,4,7,Low,2026-07-25
1033,1033,2,5,10,11,High,2026-07-25
1034,1034,0,1,8,10,Medium,2026-07-25
1035,1035,1,1,8,6,Medium,2026-07-25
1036,1036,2,5,7,18,High,2026-07-25
1037,1037,3,6,4,17,Critical,2026-07-25
1038,1038,5,2,8,14,Critical,2026-07-25
1039,1039,0,2,8,13,Medium,2026-07-25
1040,1040,0,1,7,11,Low,2026-07-25
1041,1041,1,2,8,13,Medium,2026-07-25
1042,1042,1,4,14,28,Medium,2026-07-25
1043,1043,0,1,5,12,Low,2026-07-25
1044,1044,0,3,2,7,Low,2026-07-25
1045,1045,1,3,5,7,Low,2026-07-25
1046,1046,2,1,11,7,Medium,2026-07-25
1047,1047,0,4,7,14,Low,2026-07-25
1048,1048,0,1,5,10,Low,2026-07-25
1049,1049,2,1,5,7,Low,2026-07-25
1050,1050,0,1,4,14,Low,2026-07-25
1051,1051,0,5,5,8,High,2026-07-25
1052,1052,0,4,6,15,Low,2026-07-25
1053,1053,1,2,13,15,Medium,2026-07-25
1054,1054,1,4,9,13,Medium,2026-07-25
1055,1055,1,2,17,22,Medium,2026-07-25
1056,1056,0,0,8,10,Medium,2026-07-25
1057,1057,2,4,4,12,Low,2026-07-25
1058,1058,2,3,5,4,Low,2026-07-25
1059,1059,4,4,20,22,Critical,2026-07-25
1060,1060,0,4,5,7,Low,2026-07-25
1061,1061,1,1,4,6,Low,2026-07-25
1062,1062,1,3,3,6,Low,2026-07-25
1063,1063,0,4,4,6,Low,2026-07-25
1064,1064,0,4,8,5,Medium,2026-07-25
1065,1065,0,5,8,18,High,2026-07-25
1066,1066,0,4,6,7,Low,2026-07-25
1067,1067,2,1,8,8,Medium,2026-07-25
1068,1068,4,5,9,19,Critical,2026-07-25
1069,1069,1,1,8,10,Medium,2026-07-25
1070,1070,1,4,8,9,Medium,2026-07-25
1071,1071,1,1,4,11,Low,2026-07-25
1072,1072,2,2,13,18,Medium,2026-07-25
1073,1073,0,6,7,16,High,2026-07-25
1074,1074,0,3,2,13,Low,2026-07-25
1075,1075,1,7,17,26,High,2026-07-25
1076,1076,3,6,6,13,Critical,2026-07-25
1077,1077,2,1,10,13,Medium,2026-07-25
1078,1078,0,1,6,17,Low,2026-07-25
1079,1079,1,5,11,16,High,2026-07-25
1080,1080,2,3,8,5,Medium,2026-07-25
1081,1081,3,2,4,6,Critical,2026-07-25
1082,1082,0,1,8,7,Medium,2026-07-25
1083,1083,1,3,8,5,Medium,2026-07-25
1084,1084,3,3,8,9,Critical,2026-07-25
1085,1085,4,2,11,22,Critical,2026-07-25
1086,1086,1,2,5,13,Low,2026-07-25
1087,1087,0,7,19,18,High,2026-07-25
1088,1088,0,5,9,5,High,2026-07-25
1089,1089,2,1,7,13,Low,2026-07-25
1090,1090,0,4,7,6,Low,2026-07-25
1091,1091,0,4,5,10,Low,2026-07-25
1092,1092,3,3,9,23,Critical,2026-07-25
1093,1093,0,2,9,8,Medium,2026-07-25
1094,1094,1,4,8,6,Medium,2026-07-25
1095,1095,1,1,4,12,Low,2026-07-25
1096,1096,2,2,8,7,Medium,2026-07-25
1097,1097,1,4,14,5,Medium,2026-07-25
1098,1098,3,2,15,11,Critical,2026-07-25
1099,1099,1,1,10,9,Medium,2026-07-25
1100,1100,2,5,11,29,High,2026-07-25
1101,1101,1,2,6,6,Low,2026-07-25
1102,1102,0,1,8,15,Medium,2026-07-25
1103,1103,0,4,12,12,Medium,2026-07-25
1104,1104,0,5,3,11,High,2026-07-25
1105,1105,2,5,6,9,High,2026-07-25
1106,1106,2,5,3,7,High,2026-07-25
1107,1107,4,4,17,10,Critical,2026-07-25
1108,1108,1,4,5,9,Low,2026-07-25
1109,1109,3,6,5,9,Critical,2026-07-25
1110,1110,1,2,6,7,Low,2026-07-25
1111,1111,0,1,3,14,Low,2026-07-25
1112,1112,2,5,4,10,High,2026-07-25
1113,1113,0,1,4,13,Low,2026-07-25
1114,1114,0,3,8,7,Medium,2026-07-25
1115,1115,1,1,3,12,Low,2026-07-25
1116,1116,0,5,6,10,High,2026-07-25
1117,1117,1,2,7,8,Low,2026-07-25
1118,1118,1,3,5,8,Low,2026-07-25
1119,1119,1,0,6,14,Low,2026-07-25
1120,1120,0,5,12,17,High,2026-07-25
1121,1121,1,1,2,6,Low,2026-07-25
1122,1122,2,2,10,15,Medium,2026-07-25
1123,1123,0,2,9,20,Medium,2026-07-25
1124,1124,0,2,2,10,Low,2026-07-25
1125,1125,0,4,9,6,Medium,2026-07-25
1126,1126,1,3,9,19,Medium,2026-07-25
1127,1127,1,3,7,9,Low,2026-07-25
1128,1128,0,4,2,7,Low,2026-07-25
1129,1129,1,1,5,5,Low,2026-07-25
1130,1130,2,7,16,19,High,2026-07-25
1131,1131,1,2,3,10,Low,2026-07-25
1132,1132,2,5,9,18,High,2026-07-25
1133,1133,0,2,4,13,Low,2026-07-25
1134,1134,0,2,5,8,Low,2026-07-25
1135,1135,1,3,17,29,Medium,2026-07-25
1136,1136,1,3,2,7,Low,2026-07-25
1137,1137,2,2,3,16,Low,2026-07-25
1138,1138,1,3,3,9,Low,2026-07-25
1139,1139,5,9,13,30,Critical,2026-07-25
1140,1140,0,4,5,13,Low,2026-07-25
1141,1141,2,3,13,26,Medium,2026-07-25
1142,1142,2,2,5,14,Low,2026-07-25
1143,1143,1,5,9,7,High,2026-07-25
1144,1144,1,2,8,10,Medium,2026-07-25
1145,1145,0,4,7,5,Low,2026-07-25
1146,1146,1,3,6,9,Low,2026-07-25
1147,1147,0,2,7,11,Low,2026-07-25
1148,1148,2,4,7,15,Low,2026-07-25
1149,1149,1,3,8,6,Medium,2026-07-25
1150,1150,2,1,5,14,Low,2026-07-25
1151,1151,1,2,6,9,Low,2026-07-25
1152,1152,1,4,4,13,Low,2026-07-25
1153,1153,0,1,14,20,Medium,2026-07-25
1154,1154,0,1,5,12,Low,2026-07-25
1155,1155,1,1,6,9,Low,2026-07-25
1156,1156,0,3,3,7,Low,2026-07-25
1157,1157,0,4,9,12,Medium,2026-07-25
1158,1158,1,3,4,14,Low,2026-07-25
1159,1159,0,4,4,13,Low,2026-07-25
1160,1160,4,10,7,28,Critical,2026-07-25
1161,1161,0,1,4,6,Low,2026-07-25
1162,1162,1,3,4,8,Low,2026-07-25
1163,1163,2,3,15,19,Medium,2026-07-25
1164,1164,1,1,7,10,Low,2026-07-25
1165,1165,2,2,14,18,Medium,2026-07-25
1166,1166,1,3,6,5,Low,2026-07-25
1167,1167,1,3,6,15,Low,2026-07-25
1168,1168,1,4,7,8,Low,2026-07-25
1169,1169,0,1,4,7,Low,2026-07-25
1170,1170,1,3,7,13,Low,2026-07-25
1171,1171,0,3,4,5,Low,2026-07-25
1172,1172,2,4,2,8,Low,2026-07-25
1173,1173,1,2,4,5,Low,2026-07-25
1174,1174,0,6,15,19,High,2026-07-25
1175,1175,0,3,8,8,Medium,2026-07-25
1176,1176,2,5,4,10,High,2026-07-25
1177,1177,1,2,7,12,Low,2026-07-25
1178,1178,0,1,3,8,Low,2026-07-25
1179,1179,0,3,11,8,Medium,2026-07-25
1180,1180,1,3,5,5,Low,2026-07-25
1181,1181,0,1,7,14,Low,2026-07-25
1182,1182,2,4,10,6,Medium,2026-07-25
1183,1183,2,3,9,18,Medium,2026-07-25
1184,1184,2,5,3,13,High,2026-07-25
1185,1185,1,3,9,18,Medium,2026-07-25
1186,1186,0,7,8,28,High,2026-07-25
1187,1187,0,4,5,9,Low,2026-07-25
1188,1188,3,5,5,18,Critical,2026-07-25
1189,1189,4,5,18,10,Critical,2026-07-25
1190,1190,3,10,5,29,Critical,2026-07-25
1191,1191,1,3,8,14,Medium,2026-07-25
1192,1192,2,1,8,9,Medium,2026-07-25
1193,1193,2,3,7,11,Low,2026-07-25
1194,1194,0,2,5,11,Low,2026-07-25
1195,1195,0,1,4,20,Low,2026-07-25
1196,1196,2,2,5,6,Low,2026-07-25
1197,1197,2,2,3,7,Low,2026-07-25
1198,1198,1,2,12,10,Medium,2026-07-25
1199,1199,5,2,18,11,Critical,2026-07-25
1200,1200,2,2,8,18,Medium,2026-07-25
1201,1201,0,1,3,9,Low,2026-07-25
1202,1202,1,0,2,9,Low,2026-07-25
1203,1203,1,2,4,5,Low,2026-07-25
1204,1204,3,6,9,9,Critical,2026-07-25
1205,1205,2,5,4,14,High,2026-07-25
1206,1206,1,1,7,15,Low,2026-07-25
1207,1207,0,2,8,7,Medium,2026-07-25
1208,1208,0,2,10,15,Medium,2026-07-25
1209,1209,1,6,5,16,High,2026-07-25
1210,1210,1,1,8,4,Medium,2026-07-25
1211,1211,2,2,4,11,Low,2026-07-25
1212,1212,0,1,10,15,Medium,2026-07-25
1213,1213,0,3,5,4,Low,2026-07-25
1214,1214,1,2,2,10,Low,2026-07-25
1215,1215,1,2,5,13,Low,2026-07-25
1216,1216,0,1,7,13,Low,2026-07-25
1217,1217,0,4,3,12,Low,2026-07-25
1218,1218,3,4,13,14,Critical,2026-07-25
1219,1219,2,2,7,9,Low,2026-07-25
1220,1220,0,9,7,29,High,2026-07-25
1221,1221,1,1,10,18,Medium,2026-07-25
1222,1222,1,3,20,19,Medium,2026-07-25
1223,1223,0,3,10,13,Medium,2026-07-25
1224,1224,1,4,6,15,Low,2026-07-25
1225,1225,1,3,2,4,Low,2026-07-25
1226,1226,1,3,8,8,Medium,2026-07-25
1227,1227,3,2,12,8,Critical,2026-07-25
1228,1228,2,3,6,12,Low,2026-07-25
1229,1229,0,3,4,13,Low,2026-07-25
1230,1230,0,2,4,5,Low,2026-07-25
1231,1231,0,3,8,5,Medium,2026-07-25
1232,1232,0,10,10,29,High,2026-07-25
