server_id,hostname,operating_system,environment,server_type,location,owner_team,created_date
667,AUTH089,RHEL 9,Development,Authentication Server,Mumbai,Security Team,2026-07-25
668,AUTH090,RHEL 8,Testing,Authentication Server,Bangalore,Security Team,2026-07-25
669,MAIL103,RHEL 8,Testing,Mail Server,Mumbai,Messaging Team,2026-07-25
670,API093,RHEL 8,UAT,API Server,Pune,Infrastructure Team,2026-07-25
671,WEB092,Ubuntu 22.04,UAT,Web Server,Bangalore,Linux Team,2026-07-25
672,API094,Windows Server 2022,UAT,API Server,Mumbai,Infrastructure Team,2026-07-25
673,APP108,RHEL 8,Production,Application Server,Hyderabad,Infrastructure Team,2026-07-25
674,APP109,RHEL 8,UAT,Application Server,Chennai,Infrastructure Team,2026-07-25
675,API095,RHEL 9,UAT,API Server,Bangalore,Infrastructure Team,2026-07-25
676,MAIL104,Ubuntu 22.04,Testing,Mail Server,Mumbai,Messaging Team,2026-07-25
677,MAIL105,Windows Server 2022,UAT,Mail Server,Hyderabad,Messaging Team,2026-07-25
678,MAIL106,Windows Server 2019,Development,Mail Server,Mumbai,Messaging Team,2026-07-25
679,AUTH091,Ubuntu 22.04,Production,Authentication Server,Pune,Security Team,2026-07-25
680,AUTH092,RHEL 8,UAT,Authentication Server,Bangalore,Security Team,2026-07-25
681,APP110,Ubuntu 22.04,Production,Application Server,Hyderabad,Infrastructure Team,2026-07-25
682,APP111,Windows Server 2019,UAT,Application Server,Hyderabad,Infrastructure Team,2026-07-25
683,MAIL107,Windows Server 2022,Production,Mail Server,Mumbai,Messaging Team,2026-07-25
684,AUTH093,Windows Server 2022,Testing,Authentication Server,Mumbai,Security Team,2026-07-25
685,API096,RHEL 8,Development,API Server,Bangalore,Infrastructure Team,2026-07-25
686,API097,Windows Server 2019,Testing,API Server,Bangalore,Infrastructure Team,2026-07-25
687,MAIL108,Windows Server 2022,UAT,Mail Server,Chennai,Messaging Team,2026-07-25
688,API098,Ubuntu 22.04,UAT,API Server,Bangalore,Infrastructure Team,2026-07-25
689,AUTH094,RHEL 8,Development,Authentication Server,Hyderabad,Security Team,2026-07-25
690,MAIL109,Windows Server 2022,Production,Mail Server,Chennai,Messaging Team,2026-07-25
691,MAIL110,Windows Server 2022,Testing,Mail Server,Pune,Messaging Team,2026-07-25
692,MAIL111,Windows Server 2022,UAT,Mail Server,Bangalore,Messaging Team,2026-07-25
693,API099,RHEL 8,Production,API Server,Pune,Infrastructure Team,2026-07-25
694,WEB093,RHEL 9,Production,Web Server,Pune,Linux Team,2026-07-25
695,API100,Windows Server 2019,Development,API Server,Hyderabad,Infrastructure Team,2026-07-25
696,DB093,RHEL 9,Production,Database Server,Chennai,Database Team,2026-07-25
697,MAIL112,RHEL 9,UAT,Mail Server,Pune,Messaging Team,2026-07-25
698,AUTH095,Windows Server 2019,Testing,Authentication Server,Mumbai,Security Team,2026-07-25
699,WEB094,RHEL 9,Production,Web Server,Pune,Linux Team,2026-07-25
700,WEB095,Ubuntu 22.04,UAT,Web Server,Chennai,Linux Team,2026-07-25
701,AUTH096,Ubuntu 22.04,Testing,Authentication Server,Hyderabad,Security Team,2026-07-25
702,AUTH097,Windows Server 2019,Testing,Authentication Server,Pune,Security Team,2026-07-25
703,API101,RHEL 9,Testing,API Server,Chennai,Infrastructure Team,2026-07-25
704,FILE095,RHEL 8,Production,File Server,Mumbai,Windows Team,2026-07-25
705,MAIL113,RHEL 9,Testing,Mail Server,Pune,Messaging Team,2026-07-25
706,FILE096,Windows Server 2022,UAT,File Server,Mumbai,Windows Team,2026-07-25
707,MAIL114,Windows Server 2022,Development,Mail Server,Bangalore,Messaging Team,2026-07-25
708,API102,RHEL 9,UAT,API Server,Pune,Infrastructure Team,2026-07-25
709,WEB096,Windows Server 2022,UAT,Web Server,Mumbai,Linux Team,2026-07-25
710,API103,Windows Server 2019,Testing,API Server,Hyderabad,Infrastructure Team,2026-07-25
711,AUTH098,Windows Server 2019,Development,Authentication Server,Bangalore,Security Team,2026-07-25
712,WEB097,Ubuntu 22.04,Development,Web Server,Pune,Linux Team,2026-07-25
713,MAIL115,RHEL 9,UAT,Mail Server,Mumbai,Messaging Team,2026-07-25
714,MAIL116,Windows Server 2022,UAT,Mail Server,Hyderabad,Messaging Team,2026-07-25
715,MAIL117,RHEL 8,Production,Mail Server,Chennai,Messaging Team,2026-07-25
716,FILE097,Windows Server 2022,UAT,File Server,Bangalore,Windows Team,2026-07-25
717,FILE098,Windows Server 2019,Development,File Server,Hyderabad,Windows Team,2026-07-25
718,FILE099,Windows Server 2019,Testing,File Server,Mumbai,Windows Team,2026-07-25
719,API104,Windows Server 2022,Development,API Server,Mumbai,Infrastructure Team,2026-07-25
720,WEB098,Windows Server 2022,UAT,Web Server,Mumbai,Linux Team,2026-07-25
721,DB094,RHEL 8,Testing,Database Server,Mumbai,Database Team,2026-07-25
722,AUTH099,Windows Server 2022,Production,Authentication Server,Pune,Security Team,2026-07-25
723,FILE100,Ubuntu 22.04,Development,File Server,Hyderabad,Windows Team,2026-07-25
724,FILE101,Ubuntu 22.04,UAT,File Server,Chennai,Windows Team,2026-07-25
725,WEB099,Windows Server 2022,UAT,Web Server,Pune,Linux Team,2026-07-25
726,WEB100,RHEL 9,Development,Web Server,Hyderabad,Linux Team,2026-07-25
727,AUTH100,Ubuntu 22.04,Testing,Authentication Server,Mumbai,Security Team,2026-07-25
728,APP112,Windows Server 2022,Development,Application Server,Bangalore,Infrastructure Team,2026-07-25
729,WEB101,Windows Server 2022,Production,Web Server,Chennai,Linux Team,2026-07-25
730,FILE102,RHEL 8,Production,File Server,Hyderabad,Windows Team,2026-07-25
731,WEB102,Ubuntu 22.04,Development,Web Server,Mumbai,Linux Team,2026-07-25
732,AUTH101,Ubuntu 22.04,UAT,Authentication Server,Hyderabad,Security Team,2026-07-25
733,API105,RHEL 9,Testing,API Server,Chennai,Infrastructure Team,2026-07-25
734,AUTH102,RHEL 9,UAT,Authentication Server,Bangalore,Security Team,2026-07-25
735,DB095,Windows Server 2019,Testing,Database Server,Chennai,Database Team,2026-07-25
736,FILE103,RHEL 9,Testing,File Server,Hyderabad,Windows Team,2026-07-25
737,MAIL118,Ubuntu 22.04,UAT,Mail Server,Chennai,Messaging Team,2026-07-25
738,AUTH103,RHEL 8,UAT,Authentication Server,Hyderabad,Security Team,2026-07-25
739,FILE104,Ubuntu 22.04,Production,File Server,Hyderabad,Windows Team,2026-07-25
740,APP113,RHEL 8,Production,Application Server,Pune,Infrastructure Team,2026-07-25
741,WEB103,Windows Server 2022,UAT,Web Server,Hyderabad,Linux Team,2026-07-25
742,DB096,Windows Server 2022,Development,Database Server,Hyderabad,Database Team,2026-07-25
743,MAIL119,Ubuntu 22.04,Testing,Mail Server,Chennai,Messaging Team,2026-07-25
744,WEB104,Windows Server 2022,Development,Web Server,Mumbai,Linux Team,2026-07-25
745,API106,RHEL 8,Development,API Server,Mumbai,Infrastructure Team,2026-07-25
746,API107,RHEL 8,Development,API Server,Pune,Infrastructure Team,2026-07-25
747,DB097,Windows Server 2022,UAT,Database Server,Bangalore,Database Team,2026-07-25
748,FILE105,Windows Server 2019,UAT,File Server,Pune,Windows Team,2026-07-25
749,DB098,Windows Server 2019,Development,Database Server,Hyderabad,Database Team,2026-07-25
750,AUTH104,Windows Server 2019,Production,Authentication Server,Hyderabad,Security Team,2026-07-25
751,WEB105,Ubuntu 22.04,Development,Web Server,Pune,Linux Team,2026-07-25
752,MAIL120,Windows Server 2022,Testing,Mail Server,Pune,Messaging Team,2026-07-25
753,FILE106,RHEL 8,Development,File Server,Hyderabad,Windows Team,2026-07-25
754,DB099,Windows Server 2019,Production,Database Server,Mumbai,Database Team,2026-07-25
755,API108,RHEL 9,Production,API Server,Bangalore,Infrastructure Team,2026-07-25
756,DB100,RHEL 8,Production,Database Server,Chennai,Database Team,2026-07-25
757,API109,Ubuntu 22.04,Development,API Server,Hyderabad,Infrastructure Team,2026-07-25
758,MAIL121,Windows Server 2022,Development,Mail Server,Hyderabad,Messaging Team,2026-07-25
759,FILE107,Ubuntu 22.04,Testing,File Server,Mumbai,Windows Team,2026-07-25
760,MAIL122,RHEL 8,Production,Mail Server,Chennai,Messaging Team,2026-07-25
761,APP114,RHEL 8,Testing,Application Server,Hyderabad,Infrastructure Team,2026-07-25
762,MAIL123,Windows Server 2019,Production,Mail Server,Hyderabad,Messaging Team,2026-07-25
763,AUTH105,RHEL 8,Development,Authentication Server,Pune,Security Team,2026-07-25
764,APP115,Ubuntu 22.04,Production,Application Server,Hyderabad,Infrastructure Team,2026-07-25
765,FILE108,Ubuntu 22.04,Production,File Server,Hyderabad,Windows Team,2026-07-25
766,FILE109,Ubuntu 22.04,UAT,File Server,Bangalore,Windows Team,2026-07-25
767,API110,RHEL 9,Production,API Server,Mumbai,Infrastructure Team,2026-07-25
768,MAIL124,Windows Server 2022,UAT,Mail Server,Bangalore,Messaging Team,2026-07-25
769,APP116,Ubuntu 22.04,Testing,Application Server,Bangalore,Infrastructure Team,2026-07-25
770,API111,RHEL 8,Development,API Server,Pune,Infrastructure Team,2026-07-25
771,FILE110,Windows Server 2022,UAT,File Server,Bangalore,Windows Team,2026-07-25
772,AUTH106,Ubuntu 22.04,Production,Authentication Server,Mumbai,Security Team,2026-07-25
773,API112,Windows Server 2022,Development,API Server,Pune,Infrastructure Team,2026-07-25
774,FILE111,Windows Server 2022,Development,File Server,Mumbai,Windows Team,2026-07-25
775,APP117,RHEL 9,Production,Application Server,Mumbai,Infrastructure Team,2026-07-25
776,WEB106,Windows Server 2022,UAT,Web Server,Bangalore,Linux Team,2026-07-25
777,DB101,RHEL 8,UAT,Database Server,Bangalore,Database Team,2026-07-25
778,APP118,Windows Server 2022,Production,Application Server,Hyderabad,Infrastructure Team,2026-07-25
779,AUTH107,Ubuntu 22.04,Testing,Authentication Server,Chennai,Security Team,2026-07-25
780,AUTH108,Ubuntu 22.04,Production,Authentication Server,Bangalore,Security Team,2026-07-25
781,WEB107,RHEL 8,Testing,Web Server,Bangalore,Linux Team,2026-07-25
782,FILE112,RHEL 8,Development,File Server,Hyderabad,Windows Team,2026-07-25
783,FILE113,RHEL 9,Production,File Server,Chennai,Windows Team,2026-07-25
784,MAIL125,Ubuntu 22.04,Production,Mail Server,Pune,Messaging Team,2026-07-25
785,WEB108,Windows Server 2022,Development,Web Server,Pune,Linux Team,2026-07-25
786,WEB109,Windows Server 2019,UAT,Web Server,Mumbai,Linux Team,2026-07-25
787,DB102,RHEL 8,Testing,Database Server,Mumbai,Database Team,2026-07-25
788,DB103,Windows Server 2022,Testing,Database Server,Mumbai,Database Team,2026-07-25
789,APP119,RHEL 9,Testing,Application Server,Pune,Infrastructure Team,2026-07-25
790,AUTH109,RHEL 8,Development,Authentication Server,Pune,Security Team,2026-07-25
791,FILE114,Windows Server 2022,Production,File Server,Hyderabad,Windows Team,2026-07-25
792,AUTH110,RHEL 8,UAT,Authentication Server,Mumbai,Security Team,2026-07-25
793,FILE115,RHEL 8,Production,File Server,Mumbai,Windows Team,2026-07-25
794,FILE116,RHEL 8,Testing,File Server,Hyderabad,Windows Team,2026-07-25
795,DB104,Windows Server 2022,Testing,Database Server,Pune,Database Team,2026-07-25
796,DB105,RHEL 8,Development,Database Server,Mumbai,Database Team,2026-07-25
797,APP120,RHEL 8,Testing,Application Server,Mumbai,Infrastructure Team,2026-07-25
798,API113,RHEL 9,Development,API Server,Pune,Infrastructure Team,2026-07-25
799,WEB110,RHEL 9,UAT,Web Server,Bangalore,Linux Team,2026-07-25
800,MAIL126,Windows Server 2022,Development,Mail Server,Bangalore,Messaging Team,2026-07-25
801,AUTH111,RHEL 8,Testing,Authentication Server,Pune,Security Team,2026-07-25
802,APP121,RHEL 8,Production,Application Server,Mumbai,Infrastructure Team,2026-07-25
803,APP122,Ubuntu 22.04,Production,Application Server,Hyderabad,Infrastructure Team,2026-07-25
804,API114,Windows Server 2022,Production,API Server,Hyderabad,Infrastructure Team,2026-07-25
805,API115,Windows Server 2022,Testing,API Server,Bangalore,Infrastructure Team,2026-07-25
806,AUTH112,RHEL 8,UAT,Authentication Server,Bangalore,Security Team,2026-07-25
807,FILE117,RHEL 9,Testing,File Server,Pune,Windows Team,2026-07-25
808,FILE118,Ubuntu 22.04,Production,File Server,Hyderabad,Windows Team,2026-07-25
809,FILE119,Ubuntu 22.04,Testing,File Server,Pune,Windows Team,2026-07-25
810,AUTH113,Windows Server 2022,Production,Authentication Server,Chennai,Security Team,2026-07-25
811,MAIL127,Windows Server 2019,Testing,Mail Server,Pune,Messaging Team,2026-07-25
812,DB106,RHEL 9,UAT,Database Server,Mumbai,Database Team,2026-07-25
813,APP123,RHEL 8,Production,Application Server,Pune,Infrastructure Team,2026-07-25
814,API116,RHEL 8,UAT,API Server,Pune,Infrastructure Team,2026-07-25
815,API117,Ubuntu 22.04,Testing,API Server,Hyderabad,Infrastructure Team,2026-07-25
816,AUTH114,Windows Server 2019,Testing,Authentication Server,Chennai,Security Team,2026-07-25
817,WEB111,Windows Server 2022,UAT,Web Server,Hyderabad,Linux Team,2026-07-25
818,API118,Windows Server 2022,Production,API Server,Mumbai,Infrastructure Team,2026-07-25
819,FILE120,Windows Server 2019,Testing,File Server,Pune,Windows Team,2026-07-25
820,AUTH115,RHEL 9,Testing,Authentication Server,Bangalore,Security Team,2026-07-25
821,APP124,Ubuntu 22.04,Development,Application Server,Pune,Infrastructure Team,2026-07-25
822,DB107,Windows Server 2022,Testing,Database Server,Hyderabad,Database Team,2026-07-25
823,FILE121,Ubuntu 22.04,UAT,File Server,Mumbai,Windows Team,2026-07-25
824,MAIL128,Windows Server 2019,Development,Mail Server,Pune,Messaging Team,2026-07-25
825,DB108,Ubuntu 22.04,Testing,Database Server,Mumbai,Database Team,2026-07-25
826,AUTH116,Windows Server 2019,Development,Authentication Server,Hyderabad,Security Team,2026-07-25
827,WEB112,Ubuntu 22.04,UAT,Web Server,Bangalore,Linux Team,2026-07-25
828,MAIL129,Windows Server 2019,Production,Mail Server,Mumbai,Messaging Team,2026-07-25
829,DB109,RHEL 9,Testing,Database Server,Pune,Database Team,2026-07-25
830,DB110,RHEL 8,UAT,Database Server,Mumbai,Database Team,2026-07-25
831,MAIL130,RHEL 8,Testing,Mail Server,Hyderabad,Messaging Team,2026-07-25
832,API119,Windows Server 2022,Testing,API Server,Mumbai,Infrastructure Team,2026-07-25
833,MAIL131,Windows Server 2019,Testing,Mail Server,Pune,Messaging Team,2026-07-25
834,API120,RHEL 9,Testing,API Server,Chennai,Infrastructure Team,2026-07-25
835,DB111,Windows Server 2022,Testing,Database Server,Pune,Database Team,2026-07-25
836,AUTH117,RHEL 8,UAT,Authentication Server,Bangalore,Security Team,2026-07-25
837,DB112,Windows Server 2022,Testing,Database Server,Mumbai,Database Team,2026-07-25
838,AUTH118,Windows Server 2022,Development,Authentication Server,Hyderabad,Security Team,2026-07-25
839,MAIL132,Ubuntu 22.04,Production,Mail Server,Hyderabad,Messaging Team,2026-07-25
840,AUTH119,RHEL 8,UAT,Authentication Server,Mumbai,Security Team,2026-07-25
841,FILE122,Ubuntu 22.04,Production,File Server,Pune,Windows Team,2026-07-25
842,AUTH120,Ubuntu 22.04,UAT,Authentication Server,Pune,Security Team,2026-07-25
843,AUTH121,Ubuntu 22.04,Testing,Authentication Server,Pune,Security Team,2026-07-25
844,AUTH122,Windows Server 2019,Testing,Authentication Server,Bangalore,Security Team,2026-07-25
845,DB113,Ubuntu 22.04,Development,Database Server,Hyderabad,Database Team,2026-07-25
846,FILE123,Ubuntu 22.04,Development,File Server,Chennai,Windows Team,2026-07-25
847,MAIL133,RHEL 9,Production,Mail Server,Mumbai,Messaging Team,2026-07-25
848,DB114,Ubuntu 22.04,UAT,Database Server,Mumbai,Database Team,2026-07-25
849,MAIL134,RHEL 9,Development,Mail Server,Mumbai,Messaging Team,2026-07-25
850,DB115,Windows Server 2019,UAT,Database Server,Bangalore,Database Team,2026-07-25
851,WEB113,Windows Server 2019,Production,Web Server,Mumbai,Linux Team,2026-07-25
852,API121,RHEL 8,Production,API Server,Pune,Infrastructure Team,2026-07-25
853,MAIL135,Ubuntu 22.04,Production,Mail Server,Bangalore,Messaging Team,2026-07-25
854,WEB114,RHEL 9,UAT,Web Server,Chennai,Linux Team,2026-07-25
855,DB116,RHEL 8,UAT,Database Server,Mumbai,Database Team,2026-07-25
856,WEB115,Ubuntu 22.04,Production,Web Server,Chennai,Linux Team,2026-07-25
857,MAIL136,Ubuntu 22.04,Development,Mail Server,Hyderabad,Messaging Team,2026-07-25
858,MAIL137,RHEL 8,Testing,Mail Server,Bangalore,Messaging Team,2026-07-25
859,DB117,Windows Server 2022,Testing,Database Server,Hyderabad,Database Team,2026-07-25
860,FILE124,Ubuntu 22.04,Testing,File Server,Chennai,Windows Team,2026-07-25
861,FILE125,Windows Server 2019,UAT,File Server,Bangalore,Windows Team,2026-07-25
862,FILE126,RHEL 9,Testing,File Server,Chennai,Windows Team,2026-07-25
863,MAIL138,Windows Server 2022,Testing,Mail Server,Chennai,Messaging Team,2026-07-25
864,APP125,Windows Server 2019,Testing,Application Server,Chennai,Infrastructure Team,2026-07-25
865,WEB116,Windows Server 2019,Development,Web Server,Hyderabad,Linux Team,2026-07-25
866,APP126,Windows Server 2022,Production,Application Server,Chennai,Infrastructure Team,2026-07-25
867,DB118,RHEL 8,Testing,Database Server,Hyderabad,Database Team,2026-07-25
868,WEB117,RHEL 9,UAT,Web Server,Bangalore,Linux Team,2026-07-25
869,APP127,RHEL 8,UAT,Application Server,Pune,Infrastructure Team,2026-07-25
870,WEB118,RHEL 9,UAT,Web Server,Bangalore,Linux Team,2026-07-25
871,DB119,Windows Server 2019,Production,Database Server,Bangalore,Database Team,2026-07-25
872,FILE127,RHEL 8,Production,File Server,Bangalore,Windows Team,2026-07-25
873,WEB119,Windows Server 2019,Development,Web Server,Mumbai,Linux Team,2026-07-25
874,AUTH123,Windows Server 2019,Development,Authentication Server,Hyderabad,Security Team,2026-07-25
875,AUTH124,Ubuntu 22.04,Development,Authentication Server,Chennai,Security Team,2026-07-25
876,MAIL139,Ubuntu 22.04,Development,Mail Server,Chennai,Messaging Team,2026-07-25
877,FILE128,Windows Server 2022,UAT,File Server,Mumbai,Windows Team,2026-07-25
878,APP128,Windows Server 2019,Testing,Application Server,Mumbai,Infrastructure Team,2026-07-25
879,AUTH125,Windows Server 2022,Testing,Authentication Server,Chennai,Security Team,2026-07-25
880,DB120,RHEL 8,Testing,Database Server,Hyderabad,Database Team,2026-07-25
881,DB121,Windows Server 2022,UAT,Database Server,Hyderabad,Database Team,2026-07-25
882,AUTH126,Windows Server 2022,UAT,Authentication Server,Mumbai,Security Team,2026-07-25
883,AUTH127,Windows Server 2019,Testing,Authentication Server,Chennai,Security Team,2026-07-25
884,APP129,Windows Server 2019,Testing,Application Server,Bangalore,Infrastructure Team,2026-07-25
885,APP130,Ubuntu 22.04,Testing,Application Server,Hyderabad,Infrastructure Team,2026-07-25
886,API122,Ubuntu 22.04,UAT,API Server,Hyderabad,Infrastructure Team,2026-07-25
887,WEB120,RHEL 8,UAT,Web Server,Chennai,Linux Team,2026-07-25
888,WEB121,RHEL 8,UAT,Web Server,Pune,Linux Team,2026-07-25
889,FILE129,RHEL 9,Development,File Server,Bangalore,Windows Team,2026-07-25
890,WEB122,Windows Server 2019,UAT,Web Server,Pune,Linux Team,2026-07-25
891,API123,Ubuntu 22.04,Testing,API Server,Mumbai,Infrastructure Team,2026-07-25
892,AUTH128,Windows Server 2022,UAT,Authentication Server,Mumbai,Security Team,2026-07-25
893,AUTH129,Ubuntu 22.04,Testing,Authentication Server,Bangalore,Security Team,2026-07-25
894,FILE130,Ubuntu 22.04,Development,File Server,Chennai,Windows Team,2026-07-25
895,FILE131,Windows Server 2019,Testing,File Server,Mumbai,Windows Team,2026-07-25
896,DB122,Windows Server 2022,Development,Database Server,Bangalore,Database Team,2026-07-25
897,API124,Windows Server 2022,UAT,API Server,Chennai,Infrastructure Team,2026-07-25
898,MAIL140,Windows Server 2022,Testing,Mail Server,Bangalore,Messaging Team,2026-07-25
899,API125,RHEL 9,Testing,API Server,Mumbai,Infrastructure Team,2026-07-25
900,WEB123,RHEL 9,Development,Web Server,Pune,Linux Team,2026-07-25
901,API126,Ubuntu 22.04,UAT,API Server,Chennai,Infrastructure Team,2026-07-25
902,MAIL141,Ubuntu 22.04,UAT,Mail Server,Bangalore,Messaging Team,2026-07-25
903,MAIL142,RHEL 8,Testing,Mail Server,Chennai,Messaging Team,2026-07-25
904,FILE132,RHEL 9,Testing,File Server,Chennai,Windows Team,2026-07-25
905,WEB124,Ubuntu 22.04,Testing,Web Server,Bangalore,Linux Team,2026-07-25
906,AUTH130,Windows Server 2019,Testing,Authentication Server,Chennai,Security Team,2026-07-25
907,WEB125,Windows Server 2019,Testing,Web Server,Mumbai,Linux Team,2026-07-25
908,AUTH131,RHEL 8,UAT,Authentication Server,Mumbai,Security Team,2026-07-25
909,FILE133,RHEL 9,Production,File Server,Pune,Windows Team,2026-07-25
910,API127,RHEL 8,Production,API Server,Chennai,Infrastructure Team,2026-07-25
911,APP131,RHEL 9,Testing,Application Server,Hyderabad,Infrastructure Team,2026-07-25
912,AUTH132,Ubuntu 22.04,UAT,Authentication Server,Hyderabad,Security Team,2026-07-25
913,WEB126,RHEL 9,Production,Web Server,Bangalore,Linux Team,2026-07-25
914,FILE134,RHEL 9,Production,File Server,Hyderabad,Windows Team,2026-07-25
915,DB123,Ubuntu 22.04,UAT,Database Server,Bangalore,Database Team,2026-07-25
916,API128,RHEL 9,UAT,API Server,Bangalore,Infrastructure Team,2026-07-25
917,WEB127,Ubuntu 22.04,Development,Web Server,Chennai,Linux Team,2026-07-25
918,MAIL143,Windows Server 2022,Production,Mail Server,Chennai,Messaging Team,2026-07-25
919,MAIL144,Windows Server 2019,Development,Mail Server,Mumbai,Messaging Team,2026-07-25
920,FILE135,Ubuntu 22.04,Development,File Server,Bangalore,Windows Team,2026-07-25
921,WEB128,Windows Server 2019,Development,Web Server,Pune,Linux Team,2026-07-25
922,FILE136,Ubuntu 22.04,UAT,File Server,Hyderabad,Windows Team,2026-07-25
923,DB124,RHEL 9,UAT,Database Server,Mumbai,Database Team,2026-07-25
924,API129,RHEL 8,Production,API Server,Chennai,Infrastructure Team,2026-07-25
925,DB125,RHEL 9,UAT,Database Server,Chennai,Database Team,2026-07-25
926,FILE137,Windows Server 2022,Development,File Server,Mumbai,Windows Team,2026-07-25
927,DB126,Ubuntu 22.04,Development,Database Server,Hyderabad,Database Team,2026-07-25
928,MAIL145,Ubuntu 22.04,Production,Mail Server,Pune,Messaging Team,2026-07-25
929,WEB129,Windows Server 2022,Production,Web Server,Hyderabad,Linux Team,2026-07-25
930,API130,RHEL 9,Development,API Server,Mumbai,Infrastructure Team,2026-07-25
931,MAIL146,RHEL 9,Testing,Mail Server,Pune,Messaging Team,2026-07-25
932,DB127,Ubuntu 22.04,Development,Database Server,Bangalore,Database Team,2026-07-25
933,DB128,RHEL 9,Testing,Database Server,Mumbai,Database Team,2026-07-25
934,AUTH133,RHEL 9,Development,Authentication Server,Chennai,Security Team,2026-07-25
935,AUTH134,Ubuntu 22.04,UAT,Authentication Server,Pune,Security Team,2026-07-25
936,FILE138,Ubuntu 22.04,UAT,File Server,Mumbai,Windows Team,2026-07-25
937,APP132,RHEL 9,Testing,Application Server,Bangalore,Infrastructure Team,2026-07-25
938,FILE139,RHEL 9,Testing,File Server,Chennai,Windows Team,2026-07-25
939,APP133,Windows Server 2019,Production,Application Server,Pune,Infrastructure Team,2026-07-25
940,API131,Windows Server 2019,Production,API Server,Bangalore,Infrastructure Team,2026-07-25
941,API132,Windows Server 2022,Production,API Server,Bangalore,Infrastructure Team,2026-07-25
942,API133,RHEL 9,Testing,API Server,Chennai,Infrastructure Team,2026-07-25
943,DB129,RHEL 9,Development,Database Server,Mumbai,Database Team,2026-07-25
944,APP134,Windows Server 2022,Testing,Application Server,Pune,Infrastructure Team,2026-07-25
945,WEB130,Windows Server 2022,Production,Web Server,Bangalore,Linux Team,2026-07-25
946,WEB131,Windows Server 2022,Production,Web Server,Mumbai,Linux Team,2026-07-25
947,AUTH135,Windows Server 2022,Production,Authentication Server,Pune,Security Team,2026-07-25
948,AUTH136,Windows Server 2019,Development,Authentication Server,Bangalore,Security Team,2026-07-25
949,APP135,Ubuntu 22.04,Production,Application Server,Hyderabad,Infrastructure Team,2026-07-25
950,FILE140,Windows Server 2022,Production,File Server,Hyderabad,Windows Team,2026-07-25
951,DB130,Windows Server 2022,Production,Database Server,Bangalore,Database Team,2026-07-25
952,AUTH137,Windows Server 2019,Production,Authentication Server,Mumbai,Security Team,2026-07-25
953,AUTH138,Windows Server 2019,UAT,Authentication Server,Bangalore,Security Team,2026-07-25
954,AUTH139,Windows Server 2019,Production,Authentication Server,Hyderabad,Security Team,2026-07-25
955,FILE141,Ubuntu 22.04,Production,File Server,Hyderabad,Windows Team,2026-07-25
956,DB131,RHEL 9,Development,Database Server,Bangalore,Database Team,2026-07-25
957,WEB132,Ubuntu 22.04,Testing,Web Server,Mumbai,Linux Team,2026-07-25
958,AUTH140,Ubuntu 22.04,Production,Authentication Server,Hyderabad,Security Team,2026-07-25
959,AUTH141,Windows Server 2019,Production,Authentication Server,Bangalore,Security Team,2026-07-25
960,DB132,RHEL 9,UAT,Database Server,Hyderabad,Database Team,2026-07-25
961,MAIL147,Windows Server 2022,Development,Mail Server,Hyderabad,Messaging Team,2026-07-25
962,WEB133,Windows Server 2022,UAT,Web Server,Mumbai,Linux Team,2026-07-25
963,FILE142,Windows Server 2019,Development,File Server,Bangalore,Windows Team,2026-07-25
964,API134,Windows Server 2019,Production,API Server,Mumbai,Infrastructure Team,2026-07-25
965,API135,Windows Server 2022,UAT,API Server,Mumbai,Infrastructure Team,2026-07-25
966,DB133,Windows Server 2019,Development,Database Server,Bangalore,Database Team,2026-07-25
967,FILE143,RHEL 8,Testing,File Server,Chennai,Windows Team,2026-07-25
968,FILE144,Ubuntu 22.04,Development,File Server,Bangalore,Windows Team,2026-07-25
969,WEB134,RHEL 9,Testing,Web Server,Bangalore,Linux Team,2026-07-25
970,APP136,Windows Server 2019,Production,Application Server,Mumbai,Infrastructure Team,2026-07-25
971,WEB135,Ubuntu 22.04,UAT,Web Server,Chennai,Linux Team,2026-07-25
972,WEB136,Windows Server 2022,Development,Web Server,Pune,Linux Team,2026-07-25
973,DB134,Windows Server 2019,Development,Database Server,Mumbai,Database Team,2026-07-25
974,DB135,Windows Server 2019,UAT,Database Server,Pune,Database Team,2026-07-25
975,MAIL148,Ubuntu 22.04,UAT,Mail Server,Bangalore,Messaging Team,2026-07-25
976,APP137,Ubuntu 22.04,UAT,Application Server,Bangalore,Infrastructure Team,2026-07-25
977,APP138,Windows Server 2022,Production,Application Server,Mumbai,Infrastructure Team,2026-07-25
978,AUTH142,RHEL 8,Production,Authentication Server,Hyderabad,Security Team,2026-07-25
979,MAIL149,RHEL 8,UAT,Mail Server,Bangalore,Messaging Team,2026-07-25
980,AUTH143,Ubuntu 22.04,UAT,Authentication Server,Hyderabad,Security Team,2026-07-25
981,APP139,Ubuntu 22.04,Testing,Application Server,Bangalore,Infrastructure Team,2026-07-25
982,APP140,Windows Server 2022,Development,Application Server,Chennai,Infrastructure Team,2026-07-25
983,WEB137,Windows Server 2019,UAT,Web Server,Mumbai,Linux Team,2026-07-25
984,API136,Windows Server 2019,Development,API Server,Pune,Infrastructure Team,2026-07-25
985,WEB138,Ubuntu 22.04,Development,Web Server,Pune,Linux Team,2026-07-25
986,FILE145,RHEL 8,Production,File Server,Chennai,Windows Team,2026-07-25
